protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7884183333333334,581.251,500,-8.76135510764874,5.456395530700683,0.3362083466589389,0.16,3.871787089715015,2385.131933618194,6,7.574055597581101,32.723421974895246,-38.421850222874895,17.819454193115234
s42_n400,400,0.8163995,1127.89,1065,-26.294950503615674,4.724707221984862,0.3193795192874951,0.0125,3.5638817393569466,2207.557882032123,6,6.107907443961549,43.853407759564256,-77.03218608674162,20.50514793395996
s42_n500,500,0.8085542,1099.33,367,-10.100408839887784,5.37022762298584,0.3492567171777126,0.058,3.6475351209932443,2034.2893552794187,5,5.990980757354159,59.66968607415998,-66.51655596998232,21.670412063598633
s43_n300,300,0.7865863333333334,598.888,963,-9.017530268047771,5.227959632873534,0.31751780723192513,0.02,3.846142384755566,2265.2781996781778,6,9.823182901664646,30.995048737718953,-32.029947390187296,17.417665481567383
s43_n400,400,0.8192834999999999,1111.08,2829,-4.3769587505152,5.692334175109862,0.1873955761562226,0.0,3.419053321064712,2126.5163745666823,8,4.892505813080662,64.96399143562257,-62.43602770692457,23.082866668701172
s43_n500,500,0.7936597999999999,595.448,1119,-13.116830971479956,5.591501808166503,0.44220455422251054,0.25,3.705064035983317,1559.3076439372126,1,8.968168498848044,54.877207285383804,-62.25906567110607,21.554126739501953
s44_n300,300,0.8046736666666667,704.987,504,-6.417342030116274,5.309353065490721,0.12474620847575785,0.0,3.223601007192146,1302.235251085367,2,2.0486693526793154,39.27902118439611,-47.85030704262305,17.92279624938965
s44_n400,400,0.7724959999999998,1435.4,2203,-12.214689831801923,4.103229713439941,0.43764389152328925,0.2325,3.4081362827289343,1798.9428485439596,3,8.01859517565123,3.8786373139700316,-6.910057940459993,18.918527603149414
s44_n500,500,0.809754,1572.52,60,5.810920108328105,8.623694038391115,0.3186021099877919,0.056,3.6755767239920556,1732.587105154226,2,4.700560797484725,79.98373093725593,-47.19304482241539,23.380584716796875
s45_n300,300,0.7970923333333334,625.057,1094,-19.667040968992985,4.949164390563964,0.28192428704079336,0.016666666666666666,3.7342942756508855,949.9504890827923,2,3.6431401023346752,29.802573666969522,-56.090293532350564,16.852460861206055
s45_n400,400,0.8043617499999999,869.275,183,-28.43575824249838,5.101436042785643,0.6655158675479239,0.8525,3.723725048403922,1095.9523522902136,1,2.961129230084554,40.97689898258166,-69.85301734029662,18.8695125579834
s45_n500,500,0.8113098,752.823,1041,-23.312409807501098,5.428032875061034,0.3932783504389774,0.178,3.7524057715029464,2753.7883959323212,3,7.732659276145895,79.05023218396295,-84.5565044999058,23.851245880126953
s46_n300,300,0.8077843333333334,493.594,1264,-40.788108327286025,4.226570320129395,0.4598052633147976,0.33666666666666667,3.6016565796684015,1322.9259210881764,4,4.711597714543222,15.500882948762621,-79.03675902440452,17.50170135498047
s46_n400,400,0.7699402499999999,1802.6,1512,-9.484459385782756,4.57698268890381,0.26070883081934526,0.0,3.552493686455241,4868.846791312348,22,15.639524959977352,13.870716079072778,-13.21184597280211,19.344629287719727
s46_n500,500,0.8065103999999998,564.536,42,-2.9528831100303847,6.500925636291503,0.5825308172987903,0.758,3.5601606727668216,705.8180112618794,1,0.2056396074445453,41.98119598193239,-54.60561079299114,23.638797760009766
s47_n300,300,0.7995733333333334,520.597,1998,-13.868961461310086,5.011914634704589,0.42394496205757354,0.2833333333333333,3.4204456726131562,1627.194154629842,6,5.454164067422821,31.73420551080636,-41.77052918152467,17.000093460083008
s47_n400,400,0.7967359999999999,522.477,119,6.594682658556067,9.128481483459474,0.46328979082870825,0.4,3.501202708415671,655.6265846123936,1,1.5459193118949117,128.56961929299487,-94.09284650685828,20.1649169921875
s47_n500,500,0.7850924,1225.66,626,0.4545296378526089,7.5817758560180675,0.280205110784139,0.032,2.1482651685951177,919.6244231588097,2,0.8181604126991046,10.720517290787345,-4.49136219759402,22.900611877441406
s48_n300,300,0.8069606666666667,495.607,793,-12.457478479700725,5.465489768981934,0.2718087582841214,0.03,3.8764700721987024,1691.5358167499778,4,2.740252118029933,45.820005565088586,-56.82674608558773,17.665945053100586
s48_n400,400,0.8215702500000001,1045.06,690,-56.05075449134305,4.309157371520997,0.38372230173935223,0.09,3.6690722926509594,1833.8363640157597,5,4.568737255832231,24.760094990894604,-112.48820277234312,20.128559112548828
s48_n500,500,0.7938776000000001,1506.45,4134,67.61695194444741,10.073330116271972,0.2009804859972471,0.0,3.626116484656522,2883.9848064122307,5,11.187873790784776,154.20808594947653,-11.067074935906389,21.152742385864258
s49_n300,300,0.7707376666666668,894.748,2226,6.193535508868935,9.846981620788572,0.38465918047729536,0.08666666666666667,3.5088228021947443,1744.4396726241273,6,6.529810660056207,13.82697174930199,-7.244430437064651,16.929243087768555
s49_n400,400,0.7844884999999999,646.248,575,-5.20009143206714,5.504367637634277,0.3221367902236856,0.1125,3.9790865403373217,4216.022272988673,11,12.632036807261368,47.49719733864236,-36.99968770313514,20.1992130279541
s49_n500,500,0.8065245999999999,1087.17,3059,3.8101762811959645,8.397667884826664,0.06645005615451031,0.0,3.0856144824821903,1259.306843236816,1,2.151548924621184,91.94582809409567,-76.0244183155789,23.03812599182129
s50_n300,300,0.7797006666666666,598.052,1096,-7.898602340185381,5.399897575378417,0.23738241241254543,0.03,4.024598824357082,2645.456070653142,9,9.535132921439686,31.63416242688071,-30.017651154000294,17.682523727416992
s50_n400,400,0.80794325,779.151,736,-46.361062768266144,4.5748796463012695,0.5945909839902659,0.7425,3.86497082488719,1514.265146970471,1,4.464901311178349,21.527284855015328,-90.13239824497668,20.271217346191406
s50_n500,500,0.7830505999999999,990.35,6752,-0.20412541214591307,5.57001667022705,0.145383981810698,0.0,2.207672059680829,9429.028257692797,24,68.55643882873903,0.0,0.0,20.101900100708008
s51_n300,300,0.7977686666666667,504.498,1369,-0.04509241850544754,6.971609306335449,0.39942901681730714,0.25333333333333335,3.43068276120769,1279.1004644537977,3,4.05661357474144,49.26393714547211,-34.589692932679455,17.119014739990234
s51_n400,400,0.7961335000000002,862.741,4216,-0.42682979661313425,6.695258140563964,0.07754998155805906,0.0,3.452923790291084,2059.2681769419964,4,3.8228793960080685,72.52225693477044,-56.49258025195439,20.783355712890625
s51_n500,500,0.7806308,1613.64,54,-4.416156916839579,5.021918296813964,0.47139332086403896,0.356,3.6309323811332344,2097.6538352819525,5,8.585855625259164,10.151865201592367,-23.614418072278006,22.38221549987793
s52_n300,300,0.7935573333333333,618.839,1843,-18.232127571744662,4.679122352600097,0.2978368247704038,0.04,3.6378793136202594,2086.282479545532,4,6.633748358402713,29.409310981839912,-49.50917072818348,17.299541473388672
s52_n400,400,0.8072415000000001,972.577,874,-33.019949104418586,4.627739906311036,0.31470057807299767,0.065,3.9375812043297205,2197.9860366461016,4,5.88944901968643,42.66231346095783,-86.90674614435197,20.313724517822266
s52_n500,500,0.7900849999999999,845.404,0,-13.749285826741925,5.108313560485839,0.15869992148844447,0.094,3.4107076145226967,1214.7257333808957,1,1.6575648969741696,69.566821007285,-65.82822672614971,22.931724548339844
s53_n300,300,0.815504,550.135,964,-50.831010055924835,4.0500284194946286,0.6049715707096488,0.8,3.446066797006648,1067.4854854715843,2,3.3476793835994605,9.448323916806213,-92.68045538248965,16.804716110229492
s53_n400,400,0.8063290000000001,889.314,2244,40.54371488208912,9.688195991516114,0.06734047652811395,0.0,3.18106591655918,1372.5410506180494,2,1.6447626435793028,120.09016173700759,-31.1840644161754,20.13477325439453
s53_n500,500,0.7929441999999999,1264.59,1218,-1.4802412028779788,5.507493782043456,0.4746473936684539,0.354,3.216480745539017,1271.346916066349,2,4.580205596643584,15.64350322796907,-11.559463561208814,24.12457275390625
s54_n300,300,0.7956333333333333,1021.98,214,-11.983851489911075,5.175156211853026,0.0708080029577572,0.0,3.4545399167823505,1495.6883548861338,1,2.148913934085732,39.14427899630513,-55.90198282388399,17.768577575683594
s54_n400,400,0.7942955,962.38,880,-32.49580644770939,4.746249198913574,0.3814456469416035,0.17,3.839811533722741,978.034073159061,1,3.4313987201641845,37.640926030828,-86.66485385106368,21.099519729614258
s54_n500,500,0.7915024,1610.23,161,-3.515450589643933,4.0500284194946286,0.5238102578474657,0.548,2.698823803681988,1926.0402387647835,6,5.5666560123185755,0.6552955806368957,-3.551226981159112,21.74410057067871
s55_n300,300,0.7964916666666666,490.08,1592,-11.723016548272554,5.186410331726074,0.4372898490701787,0.2633333333333333,3.704108084574085,2252.076716279161,4,7.238178446557621,27.42369836649515,-47.30767841596865,17.83506202697754
s55_n400,400,0.7927190000000001,915.0,1088,-11.88999206004005,5.287811088562011,0.21220718597819782,0.0,3.984461360222818,3635.1384502114624,9,11.73075866985647,43.62180598105283,-54.20720364300951,20.92409324645996
s55_n500,500,0.8132314000000002,1254.77,1868,-29.071824729888007,4.808658409118652,0.34547285302991415,0.25,3.6781138697669826,1815.2339224149266,4,3.882037432302396,57.81083328600947,-86.4663963400364,21.517066955566406
s56_n300,300,0.82227,667.692,848,-14.282960294166358,5.107631492614746,0.16006384349661032,0.0,3.2805442711237296,1517.0721269591024,4,2.703019518524415,45.509637768027524,-65.18346368101206,18.664949417114258
s56_n400,400,0.7672417500000001,478.677,1407,-8.378267439055055,4.968944358825683,0.2061493252927096,0.0,3.2903923836773834,2286.6676425636406,5,9.564006264412019,29.85547490688693,-21.052036104931187,23.51677703857422
s56_n500,500,0.7983634,944.144,190,-36.21655727808671,4.632287025451659,0.39253999273591683,0.168,3.5187573355786883,1609.2971108204983,3,2.677407396093149,66.71294763532975,-118.4722714671042,23.548322677612305
s57_n300,300,0.8085583333333334,649.465,111,-8.071361648252875,5.48686122894287,0.13985896449540391,0.0,3.5479962423449503,855.5333590334943,1,1.6630716890077533,48.78082857772989,-48.5216935046095,17.590290069580078
s57_n400,400,0.7804969999999999,752.945,1,9.529741909525768,9.789733695983884,0.4231403022703718,0.2125,3.790380384350238,1699.3112600881027,8,5.354485203721051,49.33600673946271,-17.099563683338165,18.635988235473633
s57_n500,500,0.792558,1324.35,430,47.415695719004034,9.892883110046387,0.1836306821393971,0.0,2.9917333329453144,1691.5437086385557,1,2.2428507826926816,114.29760755022151,-16.792965244256813,21.490942001342773
