protein_id,coScRMSD_ca
s42_n300,6.0082
s42_n400,1.8415
s42_n500,5.4842
s43_n300,6.7413
s43_n400,8.5579
s43_n500,13.2494
s44_n300,1.3789
s44_n400,3.4646
s44_n500,2.1824
s45_n300,6.7463
s45_n400,3.2441
s45_n500,20.5269
s46_n300,6.0494
s46_n400,4.4604
s46_n500,14.7331
s47_n300,1.4814
s47_n400,1.4704
s47_n500,5.3346
s48_n300,8.8859
s48_n400,12.8361
s48_n500,10.9188
s49_n300,1.0959
s49_n400,3.0997
s49_n500,1.6825
s50_n300,2.2947
s50_n400,14.4633
s50_n500,29.1815
s51_n300,1.3895
s51_n400,21.2373
s51_n500,7.5413
s52_n300,6.7025
s52_n400,1.3650
s52_n500,11.8625
s53_n300,3.4923
s53_n400,11.0422
s53_n500,3.0000
s54_n300,1.8140
s54_n400,9.0195
s54_n500,24.8711
s55_n300,1.9854
s55_n400,2.3092
s55_n500,10.9679
s56_n300,10.3079
s56_n400,8.3110
s56_n500,11.5784
s57_n300,5.7895
s57_n400,11.2040
s57_n500,18.2854
