protein_id,coScRMSD_ca
s42_n300,5.4250
s42_n400,1.8685
s42_n500,8.3972
s43_n300,1.0740
s43_n400,2.6551
s43_n500,2.2194
s44_n300,0.8325
s44_n400,3.0499
s44_n500,1.7009
s45_n300,1.3795
s45_n400,1.1265
s45_n500,21.5145
s46_n300,0.9465
s46_n400,4.0273
s46_n500,14.9747
s47_n300,0.9096
s47_n400,1.4728
s47_n500,4.8543
s48_n300,2.3598
s48_n400,3.2237
s48_n500,4.9727
s49_n300,1.5060
s49_n400,2.9568
s49_n500,0.8053
s50_n300,1.6283
s50_n400,8.9160
s50_n500,25.9680
s51_n300,1.0443
s51_n400,2.1321
s51_n500,5.0999
s52_n300,0.7085
s52_n400,0.9967
s52_n500,11.8584
s53_n300,1.1654
s53_n400,0.9043
s53_n500,7.9395
s54_n300,0.4880
s54_n400,1.8825
s54_n500,24.8986
s55_n300,1.9088
s55_n400,1.2260
s55_n500,0.5918
s56_n300,1.0528
s56_n400,5.2758
s56_n500,12.9843
s57_n300,1.1619
s57_n400,2.0378
s57_n500,18.2081
