protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7889323333333335,596.621,646,-7.763166568622957,5.558819389343261,0.3455365542247816,0.20666666666666667,3.8807908887055254,2554.391941742576,5,8.581418707719065,32.95690262642001,-36.87272075135709,18.079437255859375
s42_n400,400,0.8155427500000001,1066.18,986,-31.20295785148987,4.633821678161621,0.32263150745413816,0.025,3.5592171842519194,2390.2918263039355,7,5.543636139444087,40.22563817683938,-80.02985741072455,20.918970108032227
s42_n500,500,0.8085724,1023.25,388,-8.025404282759084,5.567799949645996,0.3513685620677381,0.074,3.6653323700659173,2171.701104371161,5,6.2995178237008425,61.95021974118341,-66.65507305761379,22.071840286254883
s43_n300,300,0.7853863333333334,609.392,1041,-7.9331565418663885,5.397339820861816,0.3094407892618097,0.013333333333333334,3.883207629690907,2287.472966689164,6,10.478516646129675,29.6100607412386,-31.90623827420199,17.691776275634766
s43_n400,400,0.816931,1085.76,2890,-3.3804799123227838,5.809422492980957,0.17728320742086418,0.0,3.4474906887049106,2319.004635437934,8,5.495292743221355,67.27160199268081,-60.4418076915088,23.21541404724121
s43_n500,500,0.7925926,548.074,557,-8.116152609009845,5.949303245544433,0.4243528231513081,0.218,3.6583117818729183,1518.980506768966,1,9.005582974466702,56.91086918957602,-60.560586737157145,21.854190826416016
s44_n300,300,0.8063486666666667,708.188,689,-5.4183410311152755,5.397226142883301,0.14054659647817605,0.0,3.2203488249779824,1372.6951414569014,2,2.0171554723050553,42.7962592328779,-48.687626589647174,18.398494720458984
s44_n400,400,0.7725839999999999,1429.3,2204,-12.214689831801923,4.103229713439941,0.4383500378700381,0.2325,3.4186687135187643,2128.146768358928,4,8.942775955442695,4.158245374965588,-7.3166193370775865,19.454618453979492
s44_n500,500,0.8107251999999999,1550.78,61,4.8087932270420595,8.513453102111818,0.3337049410194197,0.054,3.6778878858940325,1650.9258107412081,2,4.146977552613852,82.62400957827776,-47.28690161300631,23.6889591217041
s45_n300,300,0.7946463333333335,560.138,501,-19.669431369960712,4.938364982604979,0.27667251291641776,0.02666666666666667,3.7453847077907625,988.8111078517029,2,3.5701178306378187,32.93089473648686,-59.79394727589812,17.297252655029297
s45_n400,400,0.8046850000000001,839.27,202,-27.42958837825843,5.155035209655761,0.6506435597659255,0.8125,3.716933581154122,1077.781198502439,1,3.0446641868867355,40.99715033806285,-71.52905591407026,19.222980499267578
s45_n500,500,0.811345,749.195,1040,-24.397884294822305,5.353460121154785,0.39406634843897714,0.178,3.752236641610291,2885.3995234082927,4,8.367871525992765,75.89970602783845,-87.07095828237786,24.035112380981445
s46_n300,300,0.8061636666666667,487.951,1240,-39.95187501356183,4.20565357208252,0.4243917616537514,0.3,3.57231878705407,1626.726976975944,4,5.7038306417925,15.732434972505205,-73.85640853456162,17.896448135375977
s46_n400,400,0.7697350000000001,1863.82,1418,-10.396164436588329,4.589828300476075,0.2572413152758681,0.0,3.5666910252938755,5258.2203002287515,24,15.281162860799224,15.220431701713686,-13.086342648775146,19.84629249572754
s46_n500,500,0.8067624,560.169,42,-3.9544410512229007,6.385542488098144,0.5787630358156848,0.758,3.543146006860238,679.2332940983686,1,0.17170949428499965,43.86957428701012,-56.11328893129971,23.824323654174805
s47_n300,300,0.7997513333333334,580.945,2002,-14.862239776223824,4.986393928527831,0.3922535155259715,0.21666666666666667,3.438440120749076,1568.4093379520668,5,4.55615758597684,33.72130148367764,-44.333715863207374,17.28932762145996
s47_n400,400,0.79800175,481.724,42,5.598912182533752,9.01591968536377,0.47858584710882207,0.4425,3.485298987361384,550.8474910068829,1,1.720916183840942,124.64233697805709,-91.48637577889957,20.72976303100586
s47_n500,500,0.7857428,1153.99,634,1.4535306368536078,8.328622245788573,0.28400796044492677,0.038,2.1353243038612737,982.452321032247,3,0.9320454065220013,12.446300893350314,-4.075964827065798,23.336244583129883
s48_n300,300,0.8027423333333334,509.127,804,-13.63339479730243,5.293665504455566,0.22171870096417312,0.0,3.861340391844696,1847.4705786444806,6,3.2758231305581424,45.863842801864664,-62.037098042578144,18.06705093383789
s48_n400,400,0.8231665000000001,1041.18,1244,-62.03482593941985,4.247657585144044,0.3979459454905269,0.185,3.640399583859737,1910.4961622365909,5,4.549123120732064,23.631250290141775,-119.3364963802309,20.530141830444336
s48_n500,500,0.7952752,1429.0,4829,60.720372985489846,10.009055137634277,0.19860578636311138,0.004,3.6287795228018886,2876.4701955069595,7,11.58382881779216,150.22115701757065,-11.540950345413112,21.495161056518555
s49_n300,300,0.7707376666666668,894.748,2226,6.193535508868935,9.846981620788572,0.38465918047729536,0.08666666666666667,3.5088228021947443,2021.3343555565268,6,6.783388595033076,14.000921203112629,-7.0798130770897405,17.386106491088867
s49_n400,400,0.7849842499999999,643.448,575,-6.197280970093928,5.391655921936036,0.32281041326850984,0.1225,3.9765143863370214,4228.598980054476,11,12.52828480842096,46.54280590186539,-37.5254494142681,20.29356575012207
s49_n500,500,0.806845,1033.79,3520,-3.2609475951945512,6.015122795104979,0.06148440131132961,0.0,3.0620077776746766,1371.5366112523725,1,2.220628620691619,86.4187749032597,-81.93094592394372,23.247982025146484
s50_n300,300,0.7794556666666667,589.786,1035,-6.896922639052018,5.537675285339354,0.2306127170919574,0.03,4.0279357221518515,2701.060704136695,10,9.895505524732288,34.76323273619533,-30.39978625775369,17.910173416137695
s50_n400,400,0.80885925,842.356,347,-49.26783759515965,4.546971702575684,0.5982179540807886,0.76,3.8631655254311013,1558.296207636819,2,4.985034755363173,18.133121857701852,-93.32764217314559,20.806692123413086
s50_n500,500,0.7830423999999999,951.369,6131,-0.20412541214591307,5.57001667022705,0.16880073069802418,0.0,2.2146230757247474,9874.307966796909,25,65.34378729081683,0.0,0.0,20.61924934387207
s51_n300,300,0.7968936666666667,533.385,1365,-3.131434146984823,5.8826311111450185,0.3980144918484917,0.19,3.509147402941479,1513.0743421039533,5,5.354701824491534,45.84065898276451,-36.6243209879426,17.424741744995117
s51_n400,400,0.79708125,877.525,4215,-0.41761950654850466,6.696622276306152,0.07560524216985134,0.0,3.440433696020238,2259.605681149746,4,4.516258936106211,72.36566498333357,-56.668105639138,21.15843963623047
s51_n500,500,0.7819997999999998,1600.01,54,-11.393935105291984,4.571014595031738,0.4779060708834216,0.338,3.660336868168518,1896.8379153203539,5,8.175243337700456,9.0340301233427,-38.65626936011908,22.851408004760742
s52_n300,300,0.79247,547.75,1361,-15.149361786255817,4.8354295730590815,0.3194417068240622,0.05,3.65403445922398,2168.1423816129786,6,6.322082114831255,33.528795165885704,-47.03532983245611,17.59189224243164
s52_n400,400,0.8082630000000001,970.376,1567,-31.008368413186204,4.680031776428222,0.2909284880672838,0.07,3.894788641946312,2286.309347547351,4,5.538954724393587,45.09698932857022,-89.24457239167396,20.678478240966797
s52_n500,500,0.7893742,877.784,0,-13.76187551887331,5.104277992248535,0.15542492757890197,0.094,3.431139590133294,1366.8881842254877,1,1.8265334852064812,71.97564243923384,-69.02127104562504,23.253658294677734
s53_n300,300,0.8122673333333333,469.831,666,-42.67243369001509,4.1734827041625975,0.6341910367526261,0.8466666666666667,3.483174065806382,1091.0310795274409,2,3.573026092072097,15.626578959620515,-82.62480544777466,17.12921142578125
s53_n400,400,0.808087,847.681,2346,37.54933580603554,9.6387487411499,0.07648245369731284,0.0,3.168114597792576,1329.9934318584533,2,1.8311646877181358,116.54353345020783,-35.25592450144188,20.546262741088867
s53_n500,500,0.7935583999999999,1221.8,1214,2.5139513321518088,9.072393989562986,0.47677169936881664,0.36,3.212846197317955,1245.7363632380911,2,3.9189463812872067,19.083393941871176,-8.632926872009675,24.522052764892578
s54_n300,300,0.797093,1104.35,202,-15.065479535202194,5.004070854187011,0.07916200228695992,0.0,3.489951846817186,1519.6625003445497,1,2.179633569588862,38.04335082475831,-61.33708830326236,18.208982467651367
s54_n400,400,0.7925155,878.202,1210,-32.747539782414975,4.669346046447754,0.3604283651358486,0.17,3.8326895872964433,1094.7418741321212,1,3.9351829963640297,40.454393040620495,-91.92653476417789,21.538654327392578
s54_n500,500,0.7923712,1652.99,116,-2.5182610516171433,4.0500284194946286,0.5279459156312849,0.542,2.6330673294557294,1990.6933009957809,5,5.290119984424151,0.7743990192057288,-2.3935522873831903,22.08970069885254
s55_n300,300,0.7947226666666668,518.664,1626,-12.806269513514074,5.065684318542479,0.40350851930799514,0.18666666666666668,3.707926750214973,2228.851105040591,4,7.975433116662366,29.353697864384728,-45.92558907876042,18.14211654663086
s55_n400,400,0.79269475,890.765,1101,-5.8997307479233,5.777422142028808,0.2104339098310052,0.0,3.977773157979581,3640.443161800126,8,11.81202335294563,48.04336235597147,-49.349023055173085,21.207996368408203
s55_n500,500,0.8135058000000001,1167.81,1746,-29.984332240768786,4.803542900085449,0.34692649535135683,0.254,3.691249066448028,1778.7078036907392,4,4.052687562614157,58.026739580017605,-88.74803588723168,21.7764892578125
