protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration,camsol_ph7
s42_n300,300,0.790238,592.718,486,-12.844279772125638,5.047041130065917,0.35704045768957887,0.18,3.8794748086418873,2603.6532941164805,8,7.746707100227211,26.12351967370823,-41.520187692813025,18.07547950744629,1.744245
s42_n400,400,0.81463875,1058.48,1148,-30.94293844673568,4.689751243591308,0.30735377370060935,0.0075,3.587278197769547,2458.491795309479,6,6.966347338694902,37.735251621817945,-81.66630371879396,20.91121482849121,2.373708
s42_n500,500,0.8097085999999999,1027.02,300,-18.22708127545218,4.955814552307127,0.37992284677899457,0.118,3.6370190829331372,2076.534629320379,5,6.890983189262546,57.26944238290904,-75.82401274975959,22.121183395385742,2.243083
s43_n300,300,0.78551,637.01,986,-5.9379473437018575,5.622706413269043,0.30983689598097264,0.03666666666666667,3.826198204094577,2526.877248365695,9,9.684767832611724,31.082367231624207,-28.179717702006176,17.683879852294922,1.429072
s43_n400,400,0.8160285,1116.0,3099,-7.289833878882774,5.469127464294433,0.18559194644798496,0.0,3.5394093910345847,2404.747290796737,7,5.710625350957769,59.071529525902626,-60.66190699876826,23.15309715270996,1.832414
s43_n500,500,0.7926253999999999,555.15,1733,-5.611461073766918,6.304149055480957,0.4452032473230628,0.294,3.6467040660621572,1564.7033056174091,3,10.892115418513225,57.02083403923467,-56.85144449056523,21.81562614440918,3.010203
s44_n300,300,0.8086776666666667,751.024,1114,-6.065956575065563,5.6099744796752935,0.1663029412437266,0.0,3.3235730635458727,1203.9474504277343,1,1.5402280848684178,43.84707834551099,-50.38560426334172,18.331485748291016,1.678173
s44_n400,400,0.774644,1430.44,2204,-12.214689831801923,4.103229713439941,0.45012170388463973,0.2475,3.4373265090428196,2050.3272814102916,3,8.416123195548396,4.399957250884164,-7.395100239864162,19.48434829711914,-0.838027
s44_n500,500,0.8104531999999999,1471.1,91,-5.253864482045927,5.714785575866699,0.31657179679220687,0.02,3.6970387229900448,1844.0005072832882,1,4.221903642301034,75.10572858773139,-55.528258484938185,23.69120979309082,2.206478
s45_n300,300,0.792306,499.781,606,-19.927855171586636,4.833269691467284,0.26126791743026445,0.0,3.720420279513742,1336.1162703245204,3,4.077540176995325,29.028539083224743,-55.02681030760138,17.333911895751953,2.531796
s45_n400,400,0.80886225,899.78,314,-47.321425555457886,4.6587739944458,0.6590487397551541,0.8525,3.7720738715184545,1038.494998789506,1,2.466013849850597,25.472246429828143,-97.85400755636056,19.286680221557617,2.549258
s45_n500,500,0.8115209999999999,768.566,872,-38.212996531495506,4.952574729919433,0.35081031743616475,0.146,3.6938231542423936,2841.270940270853,3,9.544346066175391,67.30760584828347,-92.8152382828367,24.04998207092285,2.901553
s46_n300,300,0.8069796666666668,514.908,1438,-38.862330424139515,4.274315071105957,0.4341777065750035,0.29333333333333333,3.6090586181150015,1474.5685667253706,4,4.604631823794116,16.60259348634529,-70.80104789691872,17.859519958496094,2.200576
s46_n400,400,0.7694255,1826.58,1475,-10.483338624842915,4.526339149475096,0.25225072013722377,0.0,3.55319377463483,5248.008531356424,21,15.658122090453649,14.883393732679528,-12.781762939122384,19.80526351928711,0.491338
s46_n500,500,0.8056061999999999,555.078,42,-2.961863436243533,6.49740161895752,0.577642899421554,0.758,3.536866652811775,821.2237419903151,1,0.6863391245744977,41.571541871997525,-53.69360292835104,23.795507431030273,1.367412
s47_n300,300,0.8048716666666667,457.657,2146,-19.015366977628005,4.807066917419434,0.40841095500727825,0.23666666666666666,3.2739010653268004,1398.5265700541986,4,4.101618133928928,32.6659507485433,-47.94459953217523,17.361738204956055,3.152748
s47_n400,400,0.7986255,508.143,118,2.692044350290203,8.446728324890138,0.46836986551069804,0.365,3.5021534369739076,613.7023112032635,1,2.1180455641894964,120.7584872145063,-98.1625095398373,20.773197174072266,5.711788
s47_n500,500,0.7862631999999999,1112.09,593,3.453222335888973,8.914188575744632,0.2782943053004954,0.038,2.0872951316915396,1108.8318755451587,3,1.2382784913725806,15.63745994538363,-3.0819150109440345,23.297990798950195,-2.609409
s48_n300,300,0.8062643333333334,777.729,1373,-17.85892619081607,5.0056055068969725,0.27309315860493477,0.04666666666666667,3.8282871017656377,1634.0607702835373,4,3.251929987497884,39.24334456792766,-65.00797725281201,18.112638473510742,2.313975
s48_n400,400,0.8182034999999999,1008.12,1611,-39.17085300831016,4.509230613708497,0.3418140904356926,0.0425,3.63934165987461,1995.7758921057098,5,6.434076711686341,32.887840182019374,-86.90315705246329,20.552663803100586,2.362539
s48_n500,500,0.7965627999999999,1472.68,4702,37.657061695628364,9.70766544342041,0.2210381762435725,0.014,3.6116362818139383,2798.3667754870394,5,10.835286836048208,114.80013548216851,-25.251646658642162,21.46755599975586,0.076803
s49_n300,300,0.7706206666666668,893.656,2226,6.106361320614349,9.846917152404785,0.3844218528706191,0.08666666666666667,3.5023994838764447,2072.11289360212,6,6.916482832432746,14.886768865316434,-7.235590599389032,17.366884231567383,0.291876
s49_n400,400,0.785173,565.932,582,-2.1167367066847618,6.182627296447753,0.32583763852359027,0.1175,3.983500224893335,4114.58623699965,10,12.079478308699287,51.08991405432761,-32.854786033848406,20.297929763793945,1.487900
s49_n500,500,0.8063300000000001,1123.69,3903,-3.350689408418546,5.955214500427247,0.05580653678501533,0.0,3.0711951798640205,1348.992273825536,0,1.9166092721827923,87.91685979557964,-87.25982874654494,23.264219284057617,1.000967
s50_n300,300,0.7818146666666667,603.369,957,-9.89764812046933,5.196413993835448,0.2521335284662946,0.05,4.020024387400193,2756.55318900604,10,9.389748661842766,31.169231903260858,-32.22597965905002,17.890993118286133,1.124123
s50_n400,400,0.79701875,871.075,806,-20.877170889961977,5.081315040588377,0.5334213647127898,0.5775,3.851693221063963,2433.1439099779086,7,9.165056253526267,18.37043962623151,-41.56398079383421,20.79422950744629,1.563701
s50_n500,500,0.7833935999999999,968.242,6249,-0.20412541214591307,5.57001667022705,0.17030066898446877,0.0,2.2123746286567094,9893.936997965446,27,66.28276045538576,0.0,0.0,20.594038009643555,1.088936
s51_n300,300,0.795543,494.156,1749,-5.132216607260027,5.548645210266113,0.37329453139487173,0.2,3.5659199450021677,1556.956764604751,4,5.280822996695081,42.05716767361296,-40.32747988235274,17.495891571044922,2.718905
s51_n400,400,0.79864325,803.068,3689,-0.4053181155817498,6.704011344909667,0.075914162298738,0.0,3.365208444998043,2130.804530938124,4,4.142105146870348,74.11346621105882,-58.22899039701953,21.182546615600586,1.068905
s51_n500,500,0.7831948,1413.84,104,-1.2396046803864564,6.309719276428223,0.4915998859562406,0.398,3.699098526330202,1879.4172916788548,4,7.7139213151634225,16.350407230052106,-28.788543787251104,22.86564064025879,-0.486358
s52_n300,300,0.7953983333333334,584.203,1304,-16.12696930803608,4.849582481384277,0.2894107746218907,0.03666666666666667,3.6242698145798427,2014.364647863116,4,5.039168812617406,34.53679775290996,-49.897452727140625,17.532453536987305,2.463684
s52_n400,400,0.8090802500000001,1035.38,2033,-40.832323216082806,4.522019386291503,0.3249511259007647,0.065,3.9251137622937167,1977.7646145764936,3,5.100338015154807,37.074956836733676,-92.80707185612039,20.680631637573242,2.061695
s52_n500,500,0.7869782,875.283,1,3.293078026690722,7.938652992248535,0.20575893013643118,0.1,3.5179177862870348,1507.6739982779359,1,2.3091301376813234,99.48757015742567,-76.15209498203754,23.232189178466797,3.010168
s53_n300,300,0.8075333333333333,470.486,1571,-34.85684139293643,4.301995658874512,0.5486526157605934,0.5833333333333334,3.4488569143115444,1323.4774150367396,2,2.383164915487337,24.291117083539437,-78.00226746566531,17.23396873474121,2.344690
s53_n400,400,0.811627,929.765,1724,-12.26785173475551,5.279853630065917,0.10141694628008971,0.0,3.3034798975959676,1289.842290266674,1,2.0828679725987542,55.2436829658821,-68.03518979500653,20.57746124267578,1.948829
s53_n500,500,0.8096882000000001,1119.84,942,1.5543005132477887,8.375942039489747,0.49092153614522877,0.414,3.209499434739434,1069.6906385195948,2,3.229839484145384,44.94358310820027,-25.960460230929996,24.555809020996094,1.486977
s54_n300,300,0.7954703333333333,1037.65,1002,-3.085582829920149,6.016202735900878,0.07988862076006085,0.0,3.361191532998213,1442.924810929152,2,2.274247330367645,43.172888118671494,-47.035946934141805,18.2066593170166,-0.027866
s54_n400,400,0.7910769999999999,1010.92,1464,-26.4135132996472,4.897781944274903,0.34477796902567653,0.1225,3.937237784197626,1296.3093143293024,1,3.8958077088594134,41.843947277016724,-76.49932047481546,21.56492042541504,1.968721
s54_n500,500,0.7956996,1161.74,92,-3.514451588644932,4.0500284194946286,0.5488678797920005,0.618,2.5820218671282085,1899.4915792450558,6,6.103754803243712,0.7625354753249748,-3.6517833984304224,22.125579833984375,0.378452
s55_n300,300,0.7952763333333334,491.104,2262,-14.739297366662985,4.994806098937987,0.399784670265954,0.18,3.7248737365947675,2533.6638490570404,5,7.77587213890675,26.335854418769376,-48.95402955507569,18.1345157623291,1.907638
s55_n400,400,0.7922345,781.243,1098,-16.885929077286143,5.046415901184082,0.20197502345094331,0.0,3.9810109674199685,3610.217864982745,11,11.449738193489376,44.23464232233354,-66.11939925321997,21.209932327270508,1.174157
s55_n500,500,0.8123342,1089.52,1901,-34.89012572879906,4.735449790954591,0.3382373583245728,0.276,3.6774008998080188,2039.917196120394,4,5.192872594480073,53.98465082669787,-93.77099817205755,21.77528190612793,2.008697
s56_n300,300,0.8227110000000001,564.071,754,-27.25217753453324,4.77364559173584,0.17532357051459851,0.0,3.2555181901444605,1310.9682764262718,3,1.5994426374399955,35.36295856259082,-87.5209466154692,19.158802032470703,3.211550
s56_n400,400,0.7698950000000001,455.306,1593,-13.276350240900058,4.799393653869629,0.2299900432470028,0.0,3.3083070905159295,2469.280763580731,3,10.7388868003546,28.249466665656296,-28.492500208703856,23.839696884155273,0.618958
s56_n500,500,0.8011786,921.948,160,-35.13079215193661,4.671903800964355,0.4177608352374567,0.248,3.511564558762115,1477.5974641204618,2,2.8199858475217203,56.81537585773502,-101.52350220228436,23.646757125854492,2.826903
s57_n300,300,0.8078056666666666,539.683,542,-11.00657980531551,5.348287773132324,0.13778931011392692,0.0,3.5094879317990793,716.4957662495486,0,1.7296740432305533,44.72304704127553,-51.05955081905198,18.13613510131836,1.974157
s57_n400,400,0.7830157500000001,758.565,3,13.48471675751317,10.008217048645019,0.4895987044375344,0.3275,3.8793176617833014,1710.3958843224393,5,5.513250816330083,55.578073438199056,-17.787949049405814,19.144529342651367,2.050076
