protein_id,coScRMSD_ca
s42_n300,5.4570
s42_n400,1.8852
s42_n500,7.9344
s43_n300,0.8080
s43_n400,3.4411
s43_n500,1.6894
s44_n300,17.3054
s44_n400,2.9846
s44_n500,1.8396
s45_n300,3.7447
s45_n400,1.5275
s45_n500,20.7738
s46_n300,0.9999
s46_n400,4.1978
s46_n500,15.3920
s47_n300,2.9352
s47_n400,2.9707
s47_n500,4.4636
s48_n300,20.2482
s48_n400,3.2787
s48_n500,8.0546
s49_n300,1.6471
s49_n400,2.6249
s49_n500,1.1384
s50_n300,2.8382
s50_n400,8.1915
s50_n500,24.8025
s51_n300,1.5018
s51_n400,16.6310
s51_n500,4.1962
s52_n300,1.0019
s52_n400,1.0773
s52_n500,11.7359
s53_n300,1.4396
s53_n400,18.2265
s53_n500,3.1553
s54_n300,1.3467
s54_n400,3.4067
s54_n500,23.7744
s55_n300,1.1234
s55_n400,1.0945
s55_n500,0.7161
s56_n300,26.0882
s56_n400,9.7510
s56_n500,13.8465
s57_n300,5.3346
s57_n400,14.0724
s57_n500,19.0252
