protein_id,coScRMSD_ca
s42_n300,5.4184
s42_n400,2.1644
s42_n500,7.3334
s43_n300,0.6687
s43_n400,2.6715
s43_n500,4.1032
s44_n300,0.7659
s44_n400,2.8453
s44_n500,1.8585
s45_n300,1.5856
s45_n400,3.8533
s45_n500,19.4072
s46_n300,3.8537
s46_n400,5.6473
s46_n500,15.3437
s47_n300,1.1278
s47_n400,1.7570
s47_n500,6.1069
s48_n300,10.6402
s48_n400,6.8427
s48_n500,8.8891
s49_n300,1.7708
s49_n400,2.7955
s49_n500,0.8979
s50_n300,1.6374
s50_n400,4.5554
s50_n500,51.6077
s51_n300,0.8174
s51_n400,2.0572
s51_n500,8.0005
s52_n300,1.5228
s52_n400,1.2405
s52_n500,10.9447
s53_n300,1.5627
s53_n400,18.4519
s53_n500,2.2115
s54_n300,0.5971
s54_n400,2.0510
s54_n500,24.0037
s55_n300,1.3675
s55_n400,1.1462
s55_n500,0.5539
s56_n300,15.1512
s56_n400,7.2294
s56_n500,14.6356
s57_n300,1.1646
s57_n400,2.6238
s57_n500,15.8782
