protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7909923333333333,416.637,274,-6.833227478711883,5.588205146789551,0.3830962335737188,0.2733333333333333,3.727859253722875,2617.3443664507618,6,9.367551369383607,34.297355967475895,-37.3342919001135,18.080339431762695
s42_n400,400,0.81286325,945.544,889,-13.140224818744066,5.141393852233886,0.3048685184253375,0.01,3.5002838798812563,2503.677963202598,6,6.6098933054980025,55.77076845923638,-62.83343419814051,20.91545867919922
s42_n500,500,0.8057799999999999,931.534,109,13.860657064613733,9.121647834777832,0.32305971016547197,0.044,3.6268994266742194,2193.9711216316628,7,6.78043944309844,82.70887490040394,-39.498939692580876,22.065521240234375
s43_n300,300,0.7853426666666666,452.782,876,-4.929508838435034,5.791745567321779,0.34163445343059823,0.043333333333333335,3.7779556843246764,2336.361280756444,7,9.207021271381322,34.04925985560537,-31.75059003791098,17.69489097595215
s43_n400,400,0.8119535,975.61,2531,7.590182946964433,8.953643226623537,0.17631425389044295,0.0,3.4886559097239713,2330.909110225328,8,5.6866760707821875,74.18036937321531,-49.21193813490116,23.20918083190918
s43_n500,500,0.7901992,476.225,537,6.046322099560143,10.369497871398924,0.39398132353010407,0.182,3.5887929671658636,1563.1519683470358,1,8.914897495464011,70.1507294464038,-56.402801049533636,21.86164665222168
s44_n300,300,0.796946,562.116,290,1.7308427498009067,8.343256568908693,0.14388323327451455,0.0,3.177679338933827,1688.0363370329908,3,2.534408285353375,42.37564561466552,-36.6743936453912,18.3944091796875
s44_n400,400,0.7726367499999999,1356.32,2204,-12.213690830802921,4.103229713439941,0.4394558353700378,0.2375,3.423396697866515,2103.3898172866457,3,9.017149464213059,4.122040061753725,-6.938815506361863,19.45464324951172
s44_n500,500,0.8107401999999999,1438.51,73,18.70650006628665,9.269280433654785,0.3295232683687277,0.05,3.644249376263599,1620.6177272644334,2,3.4638708523212447,99.1205215913455,-38.22307417346324,23.690128326416016
s45_n300,300,0.7912613333333334,373.665,118,-8.676953753981365,5.579451942443847,0.29833805152995124,0.02,3.5974971481929297,934.193322433745,2,3.883873393957193,43.67518737020298,-54.100199742471546,17.310667037963867
s45_n400,400,0.8006662499999999,772.157,162,-15.533607000639151,5.683978843688965,0.6036912042665449,0.705,3.6549199275617794,1112.4397063315544,1,3.42266461291581,49.07002596766425,-67.24368717298299,19.20900535583496
s45_n500,500,0.8106804,750.144,1040,-23.400694756795517,5.391769599914551,0.38779297110420996,0.168,3.7518469927334905,2923.9471322684835,4,8.393995141779264,76.45664080671395,-87.13837112211316,24.03143882751465
