protein_id,coScRMSD_ca
s42_n300,5.5702
s42_n400,2.3765
s42_n500,2.9432
s43_n300,1.8242
s43_n400,2.0105
s43_n500,3.1420
s44_n300,1.2988
s44_n400,4.0545
s44_n500,1.8791
s45_n300,2.2304
s45_n400,2.1286
s45_n500,19.4259
s46_n300,1.8588
s46_n400,4.3585
s46_n500,15.4910
s47_n300,1.2737
s47_n400,1.9852
s47_n500,4.7039
s48_n300,1.8005
s48_n400,1.2696
s48_n500,9.2150
s49_n300,2.4760
s49_n400,2.8705
s49_n500,1.2070
s50_n300,2.5972
s50_n400,10.7806
s50_n500,25.6218
s51_n300,1.0562
s51_n400,2.4529
s51_n500,3.3060
s52_n300,1.2732
s52_n400,1.7407
s52_n500,8.5650
s53_n300,2.1673
s53_n400,1.6209
s53_n500,7.5144
s54_n300,1.6377
s54_n400,1.6539
s54_n500,25.6927
s55_n300,1.8264
s55_n400,1.6725
s55_n500,10.4899
s56_n300,1.3389
s56_n400,5.3108
s56_n500,16.6752
s57_n300,1.4935
s57_n400,12.1350
s57_n500,13.8552
