protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7882746666666666,447.908,485,-8.764846269756315,5.440992164611816,0.35594061022603496,0.27,3.7982393749734604,2670.663403553305,6,9.363590369240397,32.37822604889793,-39.174545402619735,18.074951171875
s42_n400,400,0.812224,930.257,848,-27.21502215925792,4.686170387268065,0.33565833446214427,0.0375,3.565111697828399,2523.5234425447175,8,6.207924755219074,39.91303029989641,-76.26645739629393,20.917470932006836
s42_n500,500,0.8047898,999.817,399,-1.1257464204743783,6.545885276794434,0.3373172942260411,0.058,3.6654801997604762,2544.1104331848865,7,6.617749130421635,60.908990340549536,-56.94819398097716,22.073638916015625
s43_n300,300,0.7834333333333333,437.084,1006,-2.1076866777164227,6.176318168640137,0.33601739852774215,0.05,3.759317736185112,2293.6214024151836,5,10.48828730168411,36.05424099944453,-27.117573750671855,17.695846557617188
s43_n400,400,0.81365125,933.058,2454,2.606913958962835,8.39708766937256,0.18159970171148068,0.0,3.4997105834563764,2356.168617560049,8,5.6797627099696,71.0922424611829,-54.8084941325673,23.215044021606445
s43_n500,500,0.792073,473.006,558,-6.1150147288228,6.1219800949096665,0.4174827357885439,0.21,3.609210519761222,1590.6436549342122,1,9.570692116545905,57.64512996831861,-62.59559286971124,21.866436004638672
s44_n300,300,0.7979713333333335,549.431,415,-3.3440336107039457,5.685627174377441,0.1350777046623219,0.0,3.20423029432382,1763.6339280146371,2,3.3815257413303472,38.49625040595865,-44.55606973837107,18.40435218811035
s44_n400,400,0.7741947499999999,1427.75,2179,-12.213690830802921,4.103229713439941,0.44654803124633136,0.2475,3.4431900475058184,2026.6592622881801,3,8.371819863571655,4.399315328279217,-6.986338993940242,19.457191467285156
s44_n500,500,0.8110736,1465.3,78,6.7231869798799835,8.712789344787598,0.3334891001186256,0.052,3.6604672063587453,1678.0829547757594,3,3.7460310044541885,86.71447770256549,-45.59109003843963,23.690534591674805
s45_n300,300,0.7940616666666667,379.85,122,-17.66846236866172,5.025953865051269,0.3290179406814661,0.03,3.6169640371853795,983.7775467719439,2,3.836608839814695,33.68575814849765,-58.81246412637451,17.297122955322266
s45_n400,400,0.80226225,727.24,130,-19.27592444122248,5.587182044982909,0.5923490113596968,0.7075,3.6691003199670624,1166.8748481711189,1,3.3363864309113542,46.84838210549405,-70.11987738322932,19.199918746948242
s45_n500,500,0.8107768,750.101,1040,-24.399573995855675,5.350788688659668,0.38671445510421026,0.166,3.748218556611177,2914.984380657706,4,8.465613715095063,76.4222997307251,-87.81161011864106,24.032684326171875
s46_n300,300,0.8049466666666667,390.83,935,-34.61401004733084,4.399531364440918,0.4835468483890505,0.41,3.5634229595394986,1760.8993544098662,5,6.250898930294578,20.37847450883717,-67.0175510426467,17.900835037231445
s46_n400,400,0.7710267499999999,1771.42,845,-11.479529161870708,4.493145179748535,0.28428588470142185,0.0,3.5669041098181364,4958.144780073808,23,14.787090637995563,14.463244481850374,-13.592794531590554,19.84511947631836
s46_n500,500,0.8039927999999998,561.074,42,-0.962005195984375,6.794271659851074,0.5774052209660415,0.744,3.556861325988521,892.3342167651767,2,0.38795337958695936,43.65737555530424,-53.41129384165913,23.824462890625
s47_n300,300,0.7983746666666667,367.787,1018,-2.871282982389779,6.158186531066893,0.4483968956165925,0.32666666666666666,3.33747508564838,1409.5788384254006,3,4.674013051465427,44.79008281503964,-34.02871730563207,17.296003341674805
s47_n400,400,0.79815325,468.317,33,10.607232351087418,9.743574333190917,0.45922375896641265,0.41,3.403930799541544,640.1989426496721,1,2.0909017196883783,128.14429116059608,-86.7264759879181,20.71941375732422
s47_n500,500,0.7866333999999999,1033.11,417,3.456845257837392,8.882212257385255,0.29510484270202414,0.042,2.1783481799116013,974.6475535694516,2,0.9606929236592167,18.324549753030066,-6.082323924440516,23.32935333251953
s48_n300,300,0.8016916666666667,326.649,736,-1.424154003198403,6.6376234054565435,0.3778513898006692,0.16,3.7569268937745846,1112.0184986913998,3,2.1358651774017665,56.01701504610054,-49.80038949480866,18.062314987182617
