protein_id,coScRMSD_ca
s42_n300,5.4041
s42_n400,28.9174
s42_n500,18.5162
s43_n300,2.2127
s43_n400,31.0425
s43_n500,17.4102
s44_n300,30.9925
s44_n400,24.0333
s44_n500,29.0156
s45_n300,5.5184
s45_n400,3.7849
s45_n500,17.3386
s46_n300,5.1767
s46_n400,25.4486
s46_n500,6.8744
s47_n300,12.3016
s47_n400,4.5326
s47_n500,20.0579
s48_n300,22.5128
s48_n400,33.7828
s48_n500,27.3468
s49_n300,24.1408
s49_n400,3.7131
s49_n500,33.4775
s50_n300,3.1469
s50_n400,14.3405
s50_n500,48.9935
s51_n300,3.0975
s51_n400,25.6713
s51_n500,17.7436
s52_n300,2.4135
s52_n400,24.0587
s52_n500,14.4115
s53_n300,3.2411
s53_n400,36.6777
s53_n500,21.5655
s54_n300,27.6961
s54_n400,6.5529
s54_n500,23.3662
s55_n300,7.7008
s55_n400,6.6423
s55_n500,32.5804
s56_n300,25.3166
s56_n400,19.1874
s56_n500,15.2249
s57_n300,25.4928
s57_n400,20.9968
s57_n500,28.7980
