protein_id,coScRMSD_ca
s42_n300,5.0746
s42_n400,17.3285
s42_n500,8.2374
s43_n300,4.1310
s43_n400,6.3365
s43_n500,2.4133
s44_n300,20.8155
s44_n400,3.2974
s44_n500,1.8202
s45_n300,5.5055
s45_n400,2.8410
s45_n500,20.0359
s46_n300,1.6275
s46_n400,4.9443
s46_n500,15.6861
s47_n300,1.6649
s47_n400,3.5084
s47_n500,8.2178
s48_n300,24.1871
s48_n400,2.0894
s48_n500,11.8364
s49_n300,1.9291
s49_n400,2.5227
s49_n500,26.8132
s50_n300,3.6239
s50_n400,10.8630
s50_n500,32.4820
s51_n300,1.7420
s51_n400,18.4936
s51_n500,8.9879
s52_n300,1.2861
s52_n400,1.1405
s52_n500,11.2697
s53_n300,3.1166
s53_n400,21.4916
s53_n500,3.7006
s54_n300,2.8873
s54_n400,6.9652
s54_n500,24.0474
s55_n300,1.4213
s55_n400,1.1190
s55_n500,14.4562
s56_n300,27.0702
s56_n400,12.1940
s56_n500,15.0567
s57_n300,33.4786
s57_n400,7.0764
s57_n500,27.2477
