id,length,aliphatic_index,ivywrel_fraction,gravy,charged_fraction,log_acidic_basic_ratio,aromatic_fraction
s1000_n310,310,100.06451612903224,0.535483870967742,-0.2645161290322579,0.3096774193548387,0.05324551195322505,0.035483870967741936
s1001_n376,376,99.86702127659574,0.41223404255319146,-0.31702127659574464,0.30851063829787234,-0.02945497933827567,0.06914893617021275
s1002_n442,442,91.58371040723982,0.4660633484162896,-0.28642533936651604,0.2873303167420814,0.4462446882465926,0.0248868778280543
s1003_n480,480,74.625,0.47708333333333336,-0.8185416666666671,0.39375000000000004,0.8635814457082699,0.07291666666666666
s1004_n540,540,113.12962962962962,0.4425925925925926,-0.3244444444444445,0.3555555555555555,-0.08986452506659114,0.018518518518518517
s1005_n573,573,85.06108202443279,0.43630017452006975,-0.6223385689354276,0.30715532286212915,0.06845738065585179,0.07504363001745201
s1006_n610,610,89.18032786885246,0.35081967213114756,-0.7006557377049181,0.19180327868852462,0.09526806594107969,0.03770491803278689
s1007_n660,660,110.06060606060606,0.38787878787878793,-0.568939393939394,0.18333333333333332,0.3832167518513313,0.016666666666666666
s1008_n725,725,98.45517241379311,0.4993103448275862,-0.634206896551724,0.3144827586206896,0.20780567223288776,0.12275862068965518
s1009_n776,776,112.3324742268041,0.37757731958762886,-0.5417525773195879,0.10309278350515463,0.6154239528859439,0.05283505154639175
s1010_n314,314,89.45859872611463,0.4745222929936306,-0.25859872611464996,0.302547770700637,0.1910684150253341,0.03184713375796178
s1011_n359,359,91.6991643454039,0.3760445682451254,-0.022562674094707635,0.23119777158774374,0.09231426131890741,0.036211699164345405
s1012_n424,424,100.84905660377359,0.5424528301886792,-0.4679245283018866,0.3419811320754717,0.21085336531489318,0.04245283018867925
s1013_n464,464,104.61206896551725,0.48275862068965514,-0.5370689655172415,0.34698275862068967,0.13427876286244336,0.0668103448275862
s1014_n513,513,65.24366471734892,0.3391812865497076,-0.4538011695906432,0.1949317738791423,1.3891660843645326,0.08966861598440545
s1015_n587,587,94.4633730834753,0.5689948892674618,-0.49761499148211225,0.3390119250425894,0.13503906351262568,0.07495741056218058
s1016_n609,609,113.62889983579637,0.5320197044334976,-0.4729064039408867,0.3530377668308703,0.04406762663130037,0.11658456486042693
s1017_n677,677,103.63367799113736,0.34416543574593794,-0.8487444608567208,0.004431314623338257,0.6020599913279624,0.08714918759231906
s1018_n700,700,110.57142857142857,0.5714285714285715,-0.7014285714285714,0.3385714285714286,0.4555815768635528,0.024285714285714285
s1019_n793,793,113.12736443883986,0.7641866330390921,-0.5842370744010088,0.4691046658259773,0.8531160120301049,0.058007566204287514
s1020_n344,344,87.00581395348837,0.36918604651162784,-0.5741279069767444,0.24127906976744184,0.010219165181686028,0.0755813953488372
s1021_n390,390,86.51282051282051,0.358974358974359,-0.32897435897435906,0.16666666666666666,0.11738559871785405,0.11794871794871795
s1022_n434,434,126.01382488479263,0.6175115207373272,-0.13525345622119817,0.35944700460829493,0.09938463213591195,0.04377880184331797
s1023_n462,462,65.38961038961038,0.34415584415584416,-0.5493506493506494,0.31601731601731603,0.35962471092982856,0.10606060606060605
s1024_n539,539,88.03339517625233,0.5231910946196661,-0.6838589981447123,0.39888682745825604,0.4586378490256492,0.07977736549165121
s1025_n559,559,81.50268336314848,0.4561717352415027,-0.8413237924865828,0.42397137745974955,0.018173968928586616,0.06976744186046512
