protein_id,coScRMSD_ca
s42_n300,5.4463
s42_n400,2.0747
s42_n500,7.4886
s43_n300,0.8793
s43_n400,2.6151
s43_n500,2.2475
s44_n300,0.8060
s44_n400,2.9914
s44_n500,1.6086
s45_n300,1.8012
s45_n400,0.7527
s45_n500,20.0654
s46_n300,0.9254
s46_n400,3.8834
s46_n500,15.4649
s47_n300,0.8627
s47_n400,1.4594
s47_n500,5.0310
s48_n300,5.4316
s48_n400,11.0852
s48_n500,8.5595
s49_n300,1.5357
s49_n400,2.7968
s49_n500,0.8875
s50_n300,1.7147
s50_n400,8.6635
s50_n500,26.0848
s51_n300,0.8153
s51_n400,2.0812
s51_n500,8.0276
