protein_id,coScRMSD_ca
s42_n300,5.2924
s42_n400,2.0746
s42_n500,2.7546
s43_n300,2.5123
s43_n400,2.3859
s43_n500,2.2132
s44_n300,0.7808
s44_n400,2.9916
s44_n500,1.5856
s45_n300,0.9807
s45_n400,0.7284
s45_n500,20.0645
s46_n300,0.8313
s46_n400,3.8186
s46_n500,15.4674
s47_n300,0.9853
s47_n400,1.3050
s47_n500,5.1488
s48_n300,1.2637
s48_n400,3.2785
s48_n500,8.5290
s49_n300,1.5346
s49_n400,2.8190
s49_n500,0.8656
s50_n300,1.7802
s50_n400,11.1303
s50_n500,26.0859
s51_n300,0.6458
s51_n400,2.1024
s51_n500,7.6417
