protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7883413333333333,590.408,661,-7.763166568622957,5.558819389343261,0.33441014941435754,0.2,3.8730893062432195,2650.174479955312,6,9.144690920711243,32.9348519909232,-36.86286757694269,18.075502395629883
s42_n400,400,0.81667575,1044.48,885,-30.203956852488872,4.657807731628417,0.33602375864171063,0.04,3.5575679061764993,2272.753553034406,7,5.586766831629551,40.57875111274089,-78.50148512983462,20.919757843017578
s42_n500,500,0.808314,1015.57,393,-3.116949754732218,6.088558769226074,0.3501024479805128,0.07,3.6394505465961835,2159.674769496772,5,6.177538907875746,64.56945903535401,-61.665123588880554,22.075464248657227
s43_n300,300,0.7844243333333334,596.241,1069,-7.848904575625859,5.469866371154786,0.31462839510198376,0.01,3.872654586026187,2403.180657741134,7,10.710532837026596,30.293632942693367,-32.00209353876683,17.697938919067383
s43_n400,400,0.8177712500000002,1031.48,2871,-2.378790211289413,5.983975028991699,0.18624449962573433,0.0,3.4308936916592208,2103.695269749371,6,4.992268576422337,69.56934168367715,-60.30267222398298,23.21546173095703
s43_n500,500,0.7927028,546.663,557,-8.112773206943118,5.95225887298584,0.42019781645134974,0.206,3.6470189777755957,1584.518464177653,1,8.730009080238359,57.70702741105608,-60.364971738457086,21.854259490966797
s44_n300,300,0.8019013333333334,686.604,679,-3.423961955061692,5.614294242858887,0.10880532898278493,0.0,3.232996728481067,1671.3448643148133,2,3.038654890845412,41.8725643508395,-47.235710462860986,18.402029037475586
s44_n400,400,0.77251825,1429.34,2204,-12.213690830802921,4.103229713439941,0.43593001037003887,0.2275,3.4182783199747306,2091.329168539746,3,8.9177155278723,4.234290284302211,-7.402872267235432,19.454238891601562
s44_n500,500,0.8108712,1556.38,61,6.718686816873415,8.712789344787598,0.33839162331824724,0.056,3.662348648838698,1611.8281816032154,2,3.992291372318518,84.14454379852526,-45.96342278154919,23.68928337097168
s45_n300,300,0.7945773333333334,545.883,496,-20.666742667928354,4.903067970275878,0.27454951936053335,0.02666666666666667,3.7124232120702447,984.882642283524,2,3.917500135343916,30.01210536283168,-60.39075934666684,17.299726486206055
s45_n400,400,0.80615875,813.138,189,-28.340294428065,5.152818489074705,0.6678872244038258,0.835,3.712362120850486,1058.5221944639525,1,2.960052861150211,41.12161434105592,-72.8615458972266,19.221982955932617
s45_n500,500,0.8114414,749.152,1040,-25.396763533882464,5.3141275405883786,0.39296265043897743,0.176,3.7486082054879777,2885.094999889138,4,8.337160819912366,75.75648715642477,-88.3657630210781,24.03401756286621
s46_n300,300,0.8057470000000001,473.201,1263,-37.86752128718044,4.272837257385254,0.4226511279524907,0.25333333333333335,3.576482842988532,1645.777533672938,4,5.44414993952726,18.32790159208295,-70.97413107937146,17.900007247924805
s46_n400,400,0.7698665,1836.27,1367,-10.483338624842915,4.526339149475096,0.2662155478919644,0.0,3.5560146150141514,5222.500742544779,24,15.345934812423051,14.888917777501835,-13.160299875699117,19.84577751159668
s46_n500,500,0.8065935999999999,559.733,42,-2.955561812162742,6.50024356842041,0.5801385225562956,0.758,3.5498405707822633,679.5024785647257,1,0.1738623063043071,44.07691459688222,-55.773821916999836,23.824594497680664
s47_n300,300,0.7978543333333332,524.912,1956,-9.869692160944453,5.279739952087401,0.3953032342095083,0.21333333333333335,3.3791966999799277,1548.3616124316768,4,4.556315685596953,37.007118966331035,-36.33692059104032,17.2860164642334
s47_n400,400,0.7968195,484.165,44,10.679903626095594,9.685294914245606,0.4643688369402296,0.3925,3.4865060840033153,642.8449319660881,1,1.8550827688652953,129.08991753234324,-87.01819084171176,20.72901153564453
s47_n500,500,0.785928,1140.88,632,1.4535306368536078,8.328622245788573,0.28629652044492604,0.038,2.127560254397338,981.5256408367932,3,0.9375464259111694,12.438889838325018,-4.054391366078511,23.334564208984375
s48_n300,300,0.8016940000000001,522.777,815,-11.624634567943268,5.422974205017089,0.21324915594779806,0.0,3.854365969068326,2008.70111198589,7,3.7448537704221185,46.521363213260855,-59.59958083771198,18.06846809387207
s48_n400,400,0.8229037499999999,1021.04,835,-60.03508945910153,4.269995307922364,0.40879963908858513,0.175,3.644156635888031,1872.024090158397,5,4.585997263536596,23.880007896716318,-119.631018785304,20.5319766998291
s48_n500,500,0.7945852,1431.69,4448,62.71375306054442,10.031232261657713,0.21003160891849876,0.004,3.62802456891532,2862.2487161974063,7,11.323525313098665,151.38914182519525,-11.297172958990494,21.499549865722656
s49_n300,300,0.7707376666666668,894.748,2226,6.193535508868935,9.846981620788572,0.38465918047729536,0.08666666666666667,3.5088228021947443,2014.9271594013487,6,6.753468255348262,14.006340381025154,-7.695449534002545,17.38674545288086
s49_n400,400,0.7844884999999999,643.445,575,-5.20009143206714,5.504367637634277,0.3222698657685099,0.1175,3.9790865403373217,4257.903287674239,11,12.580544997025525,46.99136031211332,-36.326813282087215,20.294023513793945
s49_n500,500,0.8069008000000001,975.583,3337,-3.2609575950945526,6.015122795104979,0.06768612615047169,0.0,3.0828835311001406,1348.8726176075013,1,2.2858947987168183,86.93001599588703,-81.89278540893378,23.249067306518555
s50_n300,300,0.7789733333333334,585.598,1040,-5.89973310102523,5.671872138977051,0.2408999523129347,0.04666666666666667,4.03606277961561,2578.627028207612,9,9.68811604668996,34.40664209683331,-28.859415626648108,17.911218643188477
s50_n400,400,0.8074497500000001,838.254,406,-47.09730868152269,4.633764839172363,0.5749275608118489,0.715,3.86603912224441,1632.2701470258583,1,5.259234257990412,19.47418597698049,-90.92295784799177,20.795541763305664
s50_n500,500,0.783019,949.704,5790,-0.20412541214591307,5.57001667022705,0.1570290986980279,0.0,2.186037479625029,9903.455944122798,25,65.38757568610328,0.0,0.0,20.614234924316406
s51_n300,300,0.7976846666666667,485.662,1332,-6.214088172432824,5.370966529846191,0.40423250426424784,0.19333333333333333,3.473841388734596,1516.0354102224585,5,5.630501699216063,41.95374721285465,-39.54176930324327,17.422008514404297
s51_n400,400,0.7973310000000001,853.006,4514,-1.414697284534455,6.2235513687133786,0.07849734849910071,0.0,3.445459104409716,2255.82432886254,4,4.407483194411291,73.62220334691057,-56.994569183177845,21.154245376586914
s51_n500,500,0.7787051999999999,1625.51,54,-3.4199663798117896,5.1742467880249015,0.44792240152362267,0.256,3.6329400716900646,2135.518053156838,5,8.903431303769832,9.012910503067712,-24.808779069885137,22.852602005004883
s52_n300,300,0.7920863333333333,530.065,1376,-14.062197597901232,4.930521202087401,0.3208685531829255,0.043333333333333335,3.675574157894659,2176.0968258297576,6,6.105600125001723,37.02268431526571,-47.89325726252165,17.58453369140625
s52_n400,400,0.80792,943.356,1161,-33.015448941412004,4.641438102722168,0.284512405209903,0.035,3.9035957574059426,2307.925894568571,4,5.828166972717021,41.57057163681766,-89.464512511617,20.680160522460938
s52_n500,500,0.7889198000000001,871.076,0,-12.75478499074751,5.138495063781736,0.15858022676640934,0.098,3.4439788986041084,1340.0917249317936,1,1.8129270838329423,71.85870881951064,-69.15356402609686,23.255992889404297
s53_n300,300,0.8097139999999999,474.955,667,-38.68908636490036,4.242769432067871,0.6094477893985708,0.7466666666666667,3.528472151451242,1052.5495805212872,2,3.721053468217561,16.82687310718738,-78.47520421778498,17.132368087768555
s53_n400,400,0.8082050000000001,811.117,2319,45.53560111415626,9.728875541687014,0.07786910087930211,0.0,3.150496011811409,1280.1724224892748,2,1.7072761975336335,124.78897955798809,-31.875902543658245,20.54813003540039
s53_n500,500,0.7930934,1248.23,1080,4.510020109238754,9.426132011413575,0.47182024633422426,0.338,3.1837890592642974,1315.4927533757761,2,4.067504830689659,19.918171495922728,-6.56954950163352,24.516897201538086
s54_n300,300,0.7966156666666667,1026.82,750,-15.065479535202194,5.004070854187011,0.07387736424909208,0.0,3.4833130261491334,1479.1535757103172,1,2.1672783846102126,37.59401654618682,-61.18280770154194,18.212080001831055
s54_n400,400,0.7926112500000001,850.711,1276,-28.658290070829587,4.789901542663575,0.35259533249350256,0.1175,3.8554483766359393,1188.181946252359,1,3.497734618676408,43.174780267268474,-84.79390686718835,21.542579650878906
s54_n500,500,0.7915378,1555.71,226,-2.5182610516171433,4.0500284194946286,0.5191897850842419,0.534,2.6547355746574715,2021.0405651584663,6,5.519699225033495,0.7806527823369459,-2.384215047880165,22.091794967651367
s55_n300,300,0.7939246666666668,519.514,1651,-13.80625951361408,4.999637413024902,0.37088601182202696,0.17,3.7061410876404,2394.9795284810175,4,7.912046737081831,28.07556085986808,-48.230749232755414,18.14456558227539
s55_n400,400,0.79140975,880.976,1088,-8.897732745925303,5.483621406555175,0.21674269991782516,0.0,3.9893604373580676,3739.238519339783,9,12.238594330527452,45.102653615308505,-49.76112767257188,21.212753295898438
s55_n500,500,0.8104834000000001,1098.13,1936,-31.993234229868797,4.758185386657714,0.3102649454528614,0.162,3.7111917861703105,2114.6692252886623,6,5.357256259708622,54.97987602919804,-88.97552904863753,21.773555755615234
s56_n300,300,0.8219676666666668,612.983,821,-22.26405310360255,4.884197425842285,0.15409806143442326,0.0,3.278274718854533,1424.556400543402,3,2.7298963280798416,41.453200275154465,-78.31597601979996,19.10134506225586
s56_n400,400,0.76902,469.786,1254,-10.37095681407527,4.871465492248535,0.22663193430401024,0.0,3.2729266337699654,2265.300200595976,5,9.55653944548396,28.937849980054022,-22.149231479084715,23.76129913330078
s56_n500,500,0.8000616,918.07,151,-41.2076958312616,4.559874153137208,0.4098602742343636,0.208,3.4883655750717946,1361.8980012867257,1,2.6699504086620642,66.66399484529374,-122.94296571064895,23.632848739624023
