protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration,camsol_ph7
s42_n300,300,0.8299710000000001,256.36,13,-27.34910757482662,4.528328514099121,0.9453132729588464,1.0,3.6926322104995783,750.6693391594703,0,1.9033812230518865,19.431656180896187,-51.62342781054473,18.052637100219727,3.483563
s42_n400,400,0.8377680000000001,637.119,14,-30.46681012750819,4.851003456115721,0.8050882445501705,1.0,3.7357780411830293,908.3634889571308,1,1.5377177863417244,36.486404739918655,-87.17506979082488,20.92190933227539,3.911981
s42_n500,500,0.8252958,816.331,32,-8.183733001072675,5.9289548873901365,0.8440916377065703,1.0,3.715579257597998,982.9477272172403,2,2.3738225575834413,53.97829069785672,-53.65937181341684,22.059528350830078,3.162159
s43_n300,300,0.823822,296.635,0,-19.273616336745818,4.963260459899902,0.9650097041451825,1.0,3.6833023895324466,665.8028213937107,2,2.7268654789663036,15.944830461831486,-37.342556416706614,17.66073989868164,3.144106
s43_n400,400,0.8342785,973.809,857,-20.004054791203416,5.003559303283691,0.6657421037593924,0.9525,3.7489358909902983,920.8770771998495,2,2.6814888516107005,46.98668698053527,-78.74735236404291,23.17599868774414,3.421872
s43_n500,500,0.8110203999999999,503.808,63,-15.861540031496986,5.53000202178955,0.8682656024070624,1.0,3.775237472838701,1092.3487753560998,1,8.70205418574952,50.88208794909824,-72.26094515110215,21.850997924804688,3.682561
s44_n300,300,0.8251066666666667,523.981,8,-29.12364351775291,4.548847389221191,0.6789957475611613,0.9366666666666666,3.679771327783929,807.8494109112369,1,0.9704633690152922,23.551345931633897,-70.92338074935432,18.36736297607422,3.274238
s44_n400,400,0.79670025,818.599,683,-18.490497782230353,4.506218147277832,0.7999490934103829,1.0,3.5277799824272096,529.9621555890286,1,2.4439885881318584,9.012991916380878,-11.555024244162547,19.46158790588379,1.329245
s44_n500,500,0.8290013999999999,1472.64,0,7.128237592981279,8.933593559265141,0.7840723735237909,1.0,3.7487736504719384,878.9530533501495,1,2.0879451045652493,84.94718016795031,-43.53614165952124,23.683216094970703,3.625403
s45_n300,300,0.8357866666666667,361.521,0,-39.401255423475305,4.415332603454591,0.9705936192068756,1.0,3.7099132696066563,470.35320417634006,1,2.279958906514566,9.904048093745763,-66.73838712068695,17.28232765197754,3.715561
s45_n400,400,0.8277087499999999,646.064,0,-32.09433333332574,5.040390968322753,0.9697279859783084,1.0,3.5983330875045283,583.4759399814287,1,3.1062917081828565,23.65801962402733,-68.03038071693501,19.200218200683594,3.594109
s45_n500,500,0.8160691999999999,645.259,579,-22.485572641987474,5.398306083679199,0.5332990775919828,0.536,3.8267861586804877,2380.5274872630316,3,6.366117703724103,79.74190975646485,-88.1856624349102,24.03403663635254,3.719957
s46_n300,300,0.828151,290.104,21,-33.79123077925655,4.2211706161499025,0.9552507363944771,1.0,3.577980496494192,781.5862487881001,2,2.0218013265676653,13.138293712186666,-57.98613346880205,17.848756790161133,3.181952
s46_n400,400,0.7826622499999999,1626.88,256,-11.294473096179267,4.678894996643066,0.5131936795159326,0.43,3.5830270506274005,3471.800985405281,13,7.997364100861013,21.485916304598888,-14.25172429550242,19.84341812133789,1.559754
s46_n500,500,0.824971,467.311,0,-7.863728039024991,6.0540575027465815,0.8417062822904998,1.0,3.5202872724291714,504.7074335561563,1,0.7321373884295154,41.68394689145631,-54.91049317540673,23.836313247680664,2.398967
s47_n300,300,0.8317720000000001,197.27,0,-22.28033773463436,4.889540290832519,0.9684146001554115,1.0,3.503678622673891,268.9813372171279,0,0.7949254346064946,19.329127896091514,-41.92191332666197,17.27714729309082,3.472139
s47_n400,400,0.82248125,614.011,0,-30.378090456248785,4.6740636825561515,0.9321707050020771,1.0,3.607167857702816,273.4399247598892,0,1.8998120105070009,48.59268218491596,-73.66213680692088,20.694395065307617,4.208237
s47_n500,500,0.7995038000000001,1002.06,185,2.673629282068568,9.822161293029783,0.6419151100170373,0.934,2.186850820501727,561.2818016383519,1,0.5288359156905813,8.063041152975094,-0.3246734604264157,23.338579177856445,-1.804945
s48_n300,300,0.8421163333333334,200.221,81,-14.008381175213884,5.387506675720215,0.9714592909486989,1.0,3.679371766258222,374.3895864022803,1,1.9292807821005793,29.06999924052855,-50.09351162607735,18.02972984313965,4.156468
s48_n400,400,0.8332367500000001,630.327,310,-55.44529694781858,4.314216041564942,0.8261626352709891,1.0,3.711212325452752,974.2496027456059,3,2.5809870224539617,17.27223030942071,-111.6166579233572,20.538196563720703,4.022666
s48_n500,500,0.8192174,973.683,435,67.92254930870482,10.123937797546386,0.6774936208211688,0.87,3.6821115877958173,1791.3331763867711,5,5.967664479270381,168.7478699578838,-11.230456192739075,21.485004425048828,3.613978
s49_n300,300,0.7966823333333334,599.143,26,-8.683781573570432,4.985768699645996,0.8146759218183107,1.0,3.539351464174036,1281.7254065214413,3,4.862514080079217,12.586519166950714,-18.663824043293403,17.37575912475586,2.093293
s49_n400,400,0.8011170000000001,371.276,524,-7.183937155300484,5.267292213439941,0.6285371763808827,0.755,3.934751978101533,3278.3189263054596,8,9.629791959748331,44.675663189948715,-36.37163710267756,20.284257888793945,2.336020
s49_n500,500,0.8216742,889.722,17,162.66100354273985,11.56319446563721,0.7562439879308538,0.962,3.0278151465385243,510.1900931141369,0,1.0248229729092966,230.9994562076919,-1.2249564322320694,23.26681137084961,3.611153
s50_n300,300,0.8111863333333335,316.36,56,-12.0891388157976,4.853106498718262,0.8354049537759456,1.0,3.862530202426403,1517.385760032062,5,5.886318381908615,26.574445325016793,-32.96646370406496,17.885122299194336,2.744169
s50_n400,400,0.83310575,512.69,0,-31.590580799681796,5.213352012634277,0.9681721665100086,1.0,3.6513076531867807,656.1095331749104,1,3.001926801886349,16.21678576901978,-70.17201205977824,20.7714900970459,3.693547
s50_n500,500,0.7954749999999999,800.727,1310,-2.1128982410374277,4.536627006530763,0.4481154079707887,0.322,2.4517823065379973,7089.372655667655,22,50.46042101360389,2.3266282719533047,-3.175679113663305,20.627161026000977,1.871924
s51_n300,300,0.826482,297.81,13,-24.608551418726996,4.611313438415528,0.9548086817765401,1.0,3.5469792527485504,587.8772388432626,1,1.9364037954032352,24.170655794721892,-48.077238233617976,17.399076461791992,3.313206
s51_n400,400,0.834658,634.428,5,133.09726092397733,11.036294364929198,0.8765435325512253,1.0,3.346806701381145,654.0442005395137,0,1.420085745285376,210.90655846611998,-2.2461593169077245,21.145212173461914,5.340885
s51_n500,500,0.809164,1211.25,0,-22.614630205603955,4.717374992370605,0.8799768451097104,1.0,3.5614981002650152,688.2671339725639,2,2.5751928083792746,16.587662903282226,-57.23612036472992,22.860408782958984,1.852459
s52_n300,300,0.825384,352.265,5,-16.404075169041057,4.921426963806151,0.9380134191395807,1.0,3.59870921553656,1021.5916818382856,2,3.23334117128893,22.785751282143426,-48.982564635439715,17.579355239868164,3.485681
s52_n400,400,0.8183082500000001,930.398,159,-32.502018831396285,4.680486488342285,0.7467671372093596,0.975,3.927094828227616,1614.1494677878775,4,2.6434227285161915,40.85871935158272,-91.32443182716136,20.679162979125977,2.772641
s52_n500,500,0.8020762,860.735,0,7.479243245697425,8.729615592956542,0.45541118935159236,0.28,3.459953255341433,1322.8991176564277,1,2.5876811145778813,83.87539614824547,-51.680182071720594,23.21329116821289,2.590629
s53_n300,300,0.8272316666666667,214.235,0,-21.773704019074327,4.845717430114745,0.9699228614875782,1.0,3.4440621638885416,308.3539521571024,0,2.7193525622184103,17.527324768389676,-55.2537858171547,17.101551055908203,3.097279
s53_n400,400,0.85262225,427.732,0,164.96897895566497,11.043256950378417,0.9473423009860553,1.0,2.9849023294469594,557.6161017576222,1,0.42115883222650796,244.14560586816725,-0.8833266373975366,20.601226806640625,6.826007
s53_n500,500,0.8021139999999999,1048.75,526,-19.090609498453617,4.373214912414551,0.6865317638851095,0.98,3.418551985348205,1014.7549830544312,2,4.49882117355756,13.266175326450309,-35.53836214989507,24.53159523010254,1.375343
s54_n300,300,0.8305706666666668,689.628,23,-28.76521164028197,4.711918449401855,0.7233483304924523,1.0,3.697241438607177,937.2730991489436,0,0.6445602877011408,25.93730730030684,-74.88473896432876,18.219057083129883,3.415123
s54_n400,400,0.8104307499999999,742.084,122,-30.341487632672013,4.612677574157714,0.8874238235355406,1.0,3.8631820339487497,624.3847796968158,1,3.906753228294723,22.302714236678675,-74.02816114572866,21.518117904663086,2.267942
s54_n500,500,0.8025072,1449.99,9,-7.410181670800741,4.0500284194946286,0.6799343786434898,0.91,2.645284418992542,1109.808974385286,4,2.997895199665784,0.9443069607259976,-6.887341246530451,22.080907821655273,0.138299
s55_n300,300,0.827402,250.846,49,-24.408130053025097,4.558168983459473,0.9519505878652912,1.0,3.626950875277933,1426.285098431558,4,4.0253067087249645,18.626168955350654,-56.70795840904992,18.11237907409668,3.291838
s55_n400,400,0.8041822500000001,724.856,62,-12.795075960347432,5.24910373687744,0.5871253064495491,0.7,4.007214008553349,2448.1877774789205,7,8.192692843867809,38.39540858927218,-54.133106813770894,21.202728271484375,1.979809
s55_n500,500,0.8257536,1060.14,539,-41.435951072095015,4.694923591613769,0.7075799587953194,0.864,3.8048317166447867,1239.9868136109053,3,2.1798894527473616,43.56762072711476,-106.69279795725183,21.757911682128906,3.026042
s56_n300,300,0.8593396666666668,251.103,1,-82.88425173823151,4.0500284194946286,0.8868914845068514,1.0,3.313291174609699,737.5795809405975,2,0.4784973021010035,8.144029884560078,-143.69076129768405,19.072267532348633,6.263369
s56_n400,400,0.7885390000000001,428.682,8,-10.06873037386849,5.189763832092283,0.4974015627926252,0.46,3.5133338571431754,996.8824977809077,2,0.9908304706623279,39.52552767641961,-37.27475287042961,23.75629997253418,2.028388
s56_n500,500,0.8145072,534.391,74,-52.26602018647471,4.391289710998536,0.7946066205325385,1.0,3.5898913186991117,822.9134441575161,0,2.0279346749014517,31.0763368436048,-112.64289813350445,23.616464614868164,3.320882
s57_n300,300,0.8400226666666668,422.007,0,-13.11766375796742,5.155660438537596,0.7720406115024435,1.0,3.6214932976421386,298.2976381466106,0,0.8081607702192426,36.88944766620777,-58.47430654682688,18.035335540771484,4.450039
s57_n400,400,0.8065285,562.188,0,-5.73751041738862,5.794644355773925,0.828834402676091,1.0,3.770950623086276,1244.9831736772906,5,4.06681241614535,37.29922319200562,-32.04546162654318,19.135555267333984,2.933250
s57_n500,500,0.812319,900.623,62,114.81864810847685,10.83895664215088,0.7075902635378141,0.808,2.993181819339565,1572.892538128352,2,1.8547040478335142,197.19768653322427,-0.6694981034919743,21.9265079498291,2.912103
