protein_id,coScRMSD_ca
s42_n300,5.2334
s42_n400,2.0665
s42_n500,7.5324
s43_n300,0.7171
s43_n400,1.1958
s43_n500,2.5294
s44_n300,0.7938
s44_n400,3.0431
s44_n500,1.6587
s45_n300,1.5277
s45_n400,0.8223
s45_n500,19.9825
s46_n300,0.9370
s46_n400,3.8112
s46_n500,16.7544
s47_n300,0.9663
s47_n400,1.4741
s47_n500,4.6246
s48_n300,7.9720
s48_n400,3.1571
s48_n500,9.1104
s49_n300,1.4591
s49_n400,2.8228
s49_n500,0.8054
s50_n300,2.5994
s50_n400,11.2174
s50_n500,24.9846
s51_n300,0.7147
s51_n400,0.9791
s51_n500,14.3096
s52_n300,0.8408
s52_n400,1.2304
s52_n500,10.8937
s53_n300,0.8231
s53_n400,0.9751
s53_n500,3.6121
s54_n300,0.5104
s54_n400,1.3045
s54_n500,25.0943
s55_n300,1.0991
s55_n400,1.1933
s55_n500,0.6712
s56_n300,13.0845
s56_n400,4.6966
s56_n500,15.8034
s57_n300,1.2084
s57_n400,12.1809
s57_n500,20.9282
