protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration,camsol_ph7
s42_n300,300,0.805301,229.219,4,-39.59715903674606,4.278975868225097,0.6262889769603758,0.7666666666666667,3.623321498849409,2370.2103482653715,4,7.242199989007377,14.539888105763229,-66.0152451403296,18.071271896362305,3.391484
s42_n400,400,0.8384505,430.615,2,-74.54551513549245,4.277725410461426,0.6771943876512322,0.9875,3.4850300364572986,1439.4900430886232,3,2.275060384814236,25.202340619830167,-117.354640892208,20.9226131439209,4.999991
s42_n500,500,0.8269608,639.449,4,-76.64033373339507,4.233163642883301,0.6465952560619942,0.858,3.6026348135853254,1936.353433769428,4,3.8666563314421856,29.322192146290014,-135.71058317184517,22.084720611572266,4.327810
s43_n300,300,0.8077190000000001,218.762,53,-47.41476509661469,4.179450798034667,0.6383134874745728,0.7866666666666666,3.665678214995164,2221.6646063569738,6,6.9027924806365455,9.799014808681038,-65.80637782498714,17.699159622192383,3.417046
s43_n400,400,0.83437825,295.533,274,-65.8194057736497,4.366280555725097,0.5803946998850722,0.71,3.331330045980484,1409.6697654274888,3,2.5399503112646302,30.326319137764838,-123.64428961248228,23.19266700744629,5.204945
s43_n500,500,0.8183619999999999,337.696,109,-88.12456226548464,4.2763044357299815,0.7281297068876549,0.964,3.530553044733571,1981.2442661593848,2,10.150285082652491,23.677635498162495,-117.53661804037174,21.858427047729492,4.582775
s44_n300,300,0.8279266666666667,223.147,72,-64.12761832032308,4.0500284194946286,0.7575323422540055,1.0,3.040637384974398,1357.0881389351252,3,1.372893609647842,5.9473121822756205,-98.11303847839307,18.407886505126953,4.174472
s44_n400,400,0.787482,1072.12,737,-43.921571779457636,4.0500284194946286,0.635577572644514,0.925,3.5149226004234864,1516.4889385058189,5,4.176437141141951,2.7920960471818344,-47.76264023274413,19.462221145629883,1.141549
s44_n500,500,0.8236453999999999,1071.93,175,-25.818030110546033,4.952858924865722,0.5213601642720205,0.472,3.654030709367105,1707.5466647917149,4,3.7600810773812197,63.59088990545048,-62.94023050375958,23.679800033569336,3.436110
s45_n300,300,0.816225,235.295,0,-50.90992172272095,4.431531715393067,0.6533701597943076,0.8966666666666666,3.4666447352140795,844.2612745384589,2,2.5955778193331236,12.946415595711416,-80.43940066875878,17.29741859436035,4.099460
