protein_id,coScRMSD_ca
s42_n300,5.2895
s42_n400,2.0765
s42_n500,7.9842
s43_n300,2.1772
s43_n400,2.3532
s43_n500,2.1970
s44_n300,0.7607
s44_n400,3.0175
s44_n500,1.7656
s45_n300,1.1929
s45_n400,0.7108
s45_n500,20.0627
s46_n300,0.8360
s46_n400,3.7632
s46_n500,15.4699
s47_n300,0.9181
s47_n400,1.3262
s47_n500,5.3231
s48_n300,1.6989
s48_n400,3.4051
s48_n500,8.9460
s49_n300,1.5346
s49_n400,2.8176
s49_n500,0.8761
s50_n300,1.4820
s50_n400,11.1707
s50_n500,26.3128
s51_n300,0.6090
s51_n400,2.1171
s51_n500,2.6842
