protein_id,coScRMSD_ca
s42_n300,5.2887
s42_n400,2.0616
s42_n500,8.6033
s43_n300,0.9806
s43_n400,2.5355
s43_n500,2.2166
s44_n300,0.8290
s44_n400,3.0174
s44_n500,1.8005
s45_n300,1.3405
s45_n400,0.7472
s45_n500,20.6553
s46_n300,0.8941
s46_n400,3.9972
s46_n500,15.4634
s47_n300,0.6026
s47_n400,1.4204
s47_n500,5.1252
s48_n300,1.2408
s48_n400,3.3055
s48_n500,9.5812
s49_n300,1.5345
s49_n400,2.8189
s49_n500,0.8277
s50_n300,1.4888
s50_n400,6.9631
s50_n500,26.0331
s51_n300,1.0206
s51_n400,2.0941
s51_n500,7.3071
s52_n300,0.7394
s52_n400,1.0187
s52_n500,11.8366
s53_n300,0.9418
s53_n400,0.8745
s53_n500,7.0620
s54_n300,0.4806
s54_n400,1.2468
s54_n500,24.5141
s55_n300,1.8125
s55_n400,1.1168
s55_n500,0.7818
s56_n300,14.4262
s56_n400,5.9608
s56_n500,14.5601
s57_n300,1.1927
s57_n400,11.8794
s57_n500,15.2042
