protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration,camsol_ph7
s42_n300,300,0.7963943333333333,299.288,214,-3.7254488501840726,6.103280067443847,0.4600155822787727,0.42,3.61024879822736,2962.334017836066,7,9.908537123950902,33.97674917842457,-36.0376260314962,18.0798397064209,2.897128
s42_n400,400,0.8084040000000001,732.944,498,-4.8016343710957585,5.981417274475096,0.3349207708257184,0.0425,3.529697730034643,2587.9729329386037,7,6.694247241672719,59.990128535471314,-55.33506998596654,20.91485023498535,2.554997
s42_n500,500,0.8037340000000001,768.989,73,18.948413616089553,9.322918128967284,0.32246381411459074,0.048,3.6383724120269814,2601.597119778813,9,8.209198258180002,91.86803388052408,-33.85615879851041,22.062633514404297,2.483015
s43_n300,300,0.7910556666666667,307.846,437,-6.806011754937998,5.623502159118652,0.4368621024376144,0.25666666666666665,3.611056647664921,2269.6815086844986,6,9.716984058633486,32.90947591573427,-31.50540708724417,17.694124221801758,3.009312
s43_n400,400,0.80598225,671.338,1419,10.669792990457537,9.136797904968265,0.20200929981249757,0.0,3.4399002039301174,2628.707429684674,8,6.695240086466222,74.7664834483252,-44.11065540862742,23.2083797454834,2.413006
s43_n500,500,0.7925472,449.932,449,5.6610415803488365,10.170612907409666,0.4098819210051297,0.23,3.5352977295518015,1638.761520080498,1,9.187354558339997,69.2699898418258,-56.31277441028227,21.864564895629883,4.075693
s44_n300,300,0.7957646666666668,315.521,92,3.8106393343178055,8.867126655578613,0.3096499534857994,0.07,2.74508483379408,1689.2624496187757,2,3.0947034629515593,36.63545026999834,-30.29906015501017,18.391925811767578,2.401190
s44_n400,400,0.77166775,1170.63,2718,-12.212691829803923,4.103229713439941,0.4206936585043822,0.2025,3.4059323240864283,2255.2380786108934,5,10.226837028140027,4.060800322478471,-6.407815045392487,19.456985473632812,-0.747380
s44_n500,500,0.8097254,1303.77,43,20.96807741223337,9.351799964904785,0.32754066641099494,0.046,3.674043691563004,1664.7137294054833,2,4.041779745558502,97.14251510059708,-36.86389319637759,23.69183921813965,2.404431
s45_n300,300,0.7898146666666668,319.377,118,-2.4228935738382305,6.450793647766112,0.33419768757696355,0.06666666666666667,3.409050054858189,1033.7447668548502,2,4.861731470481357,48.03938877872402,-47.4773418218777,17.31685447692871,3.725426
s45_n400,400,0.80054625,507.41,144,-0.998302274734229,6.850542259216309,0.5405535041269082,0.595,3.497406261082447,1467.2869474943952,3,5.150061553301849,63.50245449644285,-56.742034738251476,19.202367782592773,4.325656
s45_n500,500,0.8069145999999999,752.041,855,-14.414787066261582,5.818914604187013,0.3499761514916219,0.114,3.734691917018573,3113.0940839246746,6,9.176874376727927,78.28185913835509,-84.26258702281132,24.027978897094727,3.258700
s46_n300,300,0.8012026666666667,379.823,783,-22.614229601509933,4.710952186584472,0.4363540507141878,0.22333333333333333,3.5685653997354017,1920.3344904553696,6,7.717974080175638,25.68450803217651,-55.87516855074239,17.887718200683594,2.688483
s46_n400,400,0.76912425,1588.9,841,-9.483338624842922,4.592499732971191,0.2640493188120087,0.0,3.5060257873260854,5189.620890827581,23,15.269885610931162,17.517864467765428,-13.225182843452046,19.844913482666016,0.989789
s46_n500,500,0.8035929999999999,540.503,39,-0.9610161948853744,6.794385337829589,0.5893582022989218,0.774,3.48278210099018,942.2160486315463,2,1.1447996767992838,42.528905588082324,-51.53788629916328,23.826017379760742,1.581114
