protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration,camsol_ph7
s42_n300,300,0.8008073333333333,462.528,434,-7.957903012133798,5.397737693786621,0.4858902249695698,0.4666666666666667,3.6323426043207134,2190.4401770715353,5,7.911468691616036,33.88392460531307,-40.76944782567539,18.074745178222656,3.373767
s42_n400,400,0.83422,909.082,80,-29.53700826908556,4.940126991271971,0.49692904134357235,0.5475,3.5784485077066996,1452.7372591075975,2,2.372317472656793,51.216304365506616,-88.93868866105831,20.923053741455078,4.149036
s42_n500,500,0.8198411999999999,1086.94,41,15.857240535593363,9.311958503723144,0.47914810736773883,0.438,3.59913178536449,1733.558114205181,5,3.6475196669757337,90.33680585456497,-49.57547000087652,22.06720542907715,3.607284
s43_n300,300,0.8001356666666667,492.128,552,-2.220978736407133,5.982042503356933,0.5339066572201971,0.5566666666666666,3.6288441205603768,1732.5539527356848,6,7.016500598327806,38.7302962897909,-34.03165742819883,17.688377380371094,3.320389
s43_n400,400,0.8334485,883.549,919,2.7418406427556334,8.392510414123539,0.35447540409432227,0.0525,3.4801253619652606,1349.6517145108628,4,2.344319502631303,75.48001930336544,-63.038183304946955,23.20096206665039,4.301012
s43_n500,500,0.7993106,436.537,233,5.983092429836546,10.450470161437984,0.5216038058541997,0.514,3.5243253265325647,1331.9665778236715,1,8.125052746847793,67.22249887756186,-64.3106080413142,21.870689392089844,4.713173
s44_n300,300,0.8339726666666667,462.232,285,-12.191258843100805,5.2173875808715815,0.3944698733987296,0.12666666666666668,3.1056297260406174,750.0127141951505,0,0.40385407318954136,47.64696564142915,-60.23264103156358,18.407333374023438,4.012089
s44_n400,400,0.7826505,1204.64,1455,5.782143166901054,9.48763484954834,0.63875311859013,0.9075,3.4391535167951193,1070.6809306203763,2,3.5351062113835523,25.698664536290632,-6.381181145131718,19.476247787475586,1.078310
s44_n500,500,0.8219806,1496.45,15,16.141416760594268,9.342065238952639,0.48098721137581596,0.442,3.6498609492764538,1227.7892524251713,1,2.181966269831988,91.66368281581246,-43.41690753386649,23.692039489746094,3.330824
s45_n300,300,0.8075063333333334,345.574,129,-10.899341610161045,5.3453889846801745,0.4254647842579645,0.21666666666666667,3.4533631689895388,896.8601323538782,3,3.480204569088346,41.78269978778058,-55.34816129756173,17.289493560791016,4.845484
s45_n400,400,0.8066344999999999,691.415,143,-15.67941673060814,5.621171760559082,0.6564429107818732,0.8225,3.5610621975564887,1029.2394021558616,1,2.6966418254537228,49.778858542869834,-65.63612528470085,19.215425491333008,4.073405
s45_n500,500,0.8139318,694.983,1027,-20.431224296636003,5.536595344543456,0.43656013129103005,0.256,3.7539472316606393,2619.021355195893,3,6.753718663085779,80.0921514293834,-88.69608878589776,24.040565490722656,3.622813
s46_n300,300,0.8212133333333335,367.552,648,-40.988973416970865,4.321889305114747,0.62801957799371,0.7933333333333333,3.3260161478087693,1315.3264338688955,3,3.9134879601926333,24.03281325638204,-76.97713506525733,17.884462356567383,4.192127
s46_n400,400,0.7767405,1773.72,947,-2.3941246738494897,5.575359535217284,0.39701991749012305,0.1375,3.5194729218095264,4100.817392120805,18,10.8126348514132,22.242066679514224,-14.756475585913869,19.845569610595703,1.329559
s46_n500,500,0.8085991999999999,547.946,35,-11.92479849009829,5.738885307312012,0.5758056222588136,0.704,3.5725670064166204,1183.5257191982041,3,1.2292435051803623,43.83820022579866,-65.76492219992168,23.829851150512695,1.989221
s47_n300,300,0.8143380000000001,288.099,1112,-12.828039468293397,5.08830623626709,0.571401573658465,0.6933333333333334,3.2267472323484245,656.3608916900432,0,1.5451842407287237,42.60702904578671,-45.50493883206563,17.30374526977539,4.633562
s47_n400,400,0.8070895,404.439,5,21.689023214019898,11.319761848449708,0.5867162602020717,0.74,3.2468425035518336,436.81637488727563,1,0.9871239311837913,139.60313698910926,-78.41747186676636,20.715259552001953,7.382812
s47_n500,500,0.7936447999999999,1003.17,591,7.503288424252487,9.766073799133299,0.3837410750605923,0.19,2.1796212287667496,920.0577975064739,3,0.8711391149379756,27.481973647598224,-3.887927636242882,23.319393157958984,-2.069047
s48_n300,300,0.8120526666666666,278.409,769,-0.6422481308408834,6.780800819396972,0.5234529798818405,0.5333333333333333,3.545169434609064,920.0756305104105,2,0.47255030863646535,64.8054268552246,-53.60620961931178,18.05030059814453,5.555494
s48_n400,400,0.8344915,865.744,840,-49.01642482350247,4.522303581237793,0.4826712020240187,0.4725,3.537537958222289,1544.6843104803218,3,4.025147223483784,33.044940625549415,-111.07381653812806,20.537630081176758,4.374972
s48_n500,500,0.810184,1246.72,2712,74.73862030043327,10.081001853942869,0.3999914743016682,0.188,3.5327301111369156,2174.7362175984235,5,7.967865393065392,164.7265919320179,-14.095017391232377,21.497711181640625,3.108396
s49_n300,300,0.78004,810.423,1381,-5.863106679627927,5.593320655822754,0.4599396272395116,0.29,3.465138571475611,2136.6759149631425,6,6.501016476780489,13.103984402849854,-17.73153910981605,17.386581420898438,1.302540
s49_n400,400,0.7903524999999999,509.339,557,-13.16827693138518,4.963885688781737,0.39176248255540613,0.2325,3.9211268375822876,4013.6988443633763,10,11.758192304165213,43.73294459598198,-44.29960514099751,20.29274559020996,2.215111
s49_n500,500,0.8195146,867.331,1636,15.843718566875438,9.134734916687016,0.14104195717481358,0.0,3.0213625391235692,1095.8093576369731,0,1.0354152053153474,104.29789104918092,-67.25426447829446,23.24325942993164,3.148598
s50_n300,300,0.7929623333333333,546.902,466,1.9174876519715909,8.992001914978026,0.4585991225040113,0.36333333333333334,3.8265695317008785,2289.3264236480486,8,7.811859649940032,39.75534542398532,-32.16995393927822,17.904434204101562,2.466041
s50_n400,400,0.81951975,702.252,216,-42.99158649845211,4.672187995910644,0.6972150452733834,0.9375,3.6856760290120993,1096.7459882118105,1,3.079762900527096,27.520394907372008,-102.85926077725802,20.78461265563965,4.921981
s50_n500,500,0.7950754,812.432,3622,-22.172222827572494,4.0500284194946286,0.30771793868829045,0.0,2.396905702091849,7900.509288360308,21,46.6951949972931,7.545410923789287,-53.451758579762,20.619726181030273,1.905953
s51_n300,300,0.8121073333333334,324.848,430,-13.26693323552174,4.994521903991698,0.5507525041448563,0.64,3.357432574678606,1010.5502839397267,1,2.005755749631224,44.352309815692806,-44.78136738689648,17.41569709777832,4.476686
s51_n400,400,0.814982,678.562,1768,25.67653316959877,9.488795280456543,0.2106410299228731,0.005,3.372046007372006,1522.5572451339758,3,2.369585092314237,97.47337588420184,-51.21358778034475,21.139545440673828,3.483371
s51_n500,500,0.7969571999999999,1325.27,20,29.55168280494246,11.465718269348145,0.7316050033959297,0.94,3.674348181231605,752.2550546218329,1,1.976331226005752,47.39984313508237,-35.33210092005389,22.846498489379883,1.961388
s52_n300,300,0.8081506666666667,444.196,622,-19.013220236531275,4.835088539123535,0.4849986200043414,0.37,3.473604212560346,1575.4718115423218,4,4.0750052679858815,33.69720120967216,-56.02244110889836,17.577882766723633,3.741827
s52_n400,400,0.8170707500000001,770.914,253,-29.90662311446134,4.788480567932129,0.42784252029197006,0.27,3.802009782872145,1884.7789917752477,4,3.435173156730516,48.69015858955767,-91.6639174571159,20.67169761657715,3.750521
s52_n500,500,0.7926258,861.802,0,-2.695501253715207,5.990284156799316,0.2126119961676583,0.124,3.491059859809268,1302.9718278334126,1,1.6248679690440642,94.83174969084071,-80.52395884269059,23.274789810180664,3.176862
s53_n300,300,0.823482,301.033,47,-58.90442233500296,4.0500284194946286,0.7035407434277958,0.92,3.3941890557611116,1155.7014689720663,3,2.6429749720101032,8.907157636260209,-103.97179277071452,17.12788963317871,3.593723
s53_n400,400,0.8266720000000001,733.091,467,78.62088013881666,10.083580589294431,0.24591297307941395,0.0025,3.0809586144696373,853.6885472606208,1,1.0415727470974452,155.85047690028304,-22.29813473464768,20.5594539642334,4.641388
s53_n500,500,0.8047543999999999,1136.07,734,-21.425784930733005,4.433975791931153,0.5118130939441201,0.436,3.341183626392566,1287.692606987042,2,3.2591098451885707,21.830822817240282,-45.88080186212129,24.528745651245117,1.753961
s54_n300,300,0.8177423333333333,693.681,9,-4.046213648788637,5.938958549499512,0.25741109191628664,0.016666666666666666,3.438321312441892,1057.1074938367726,0,1.1517702138749129,49.595247082458265,-54.30108794409557,18.203561782836914,3.407047
s54_n400,400,0.80212225,737.642,576,-14.524935996584674,5.3612470626831055,0.48718594139943866,0.3825,3.6681369034795788,880.6928329851123,1,3.072522258871123,48.20421375710505,-78.0214778443922,21.541290283203125,4.188734
